Price,Close,High,Low,Open,Volume
Ticker,CHFJPY=X,CHFJPY=X,CHFJPY=X,CHFJPY=X,CHFJPY=X
Date,,,,,
2003-12-01,84.03800201416016,85.41200256347656,84.18199920654297,85.30699920654297,0
2003-12-02,84.447998046875,84.802001953125,83.87300109863281,84.0780029296875,0
2003-12-03,84.21399688720703,84.52100372314453,83.76000213623047,84.41600036621094,0
2003-12-04,84.05500030517578,84.34600067138672,83.64299774169922,84.24800109863281,0
2003-12-05,84.25399780273438,84.54000091552734,83.75800323486328,83.9800033569336,0
2003-12-08,84.71099853515625,84.92400360107422,84.16799926757812,84.3280029296875,0
2003-12-09,84.76100158691406,85.0770034790039,84.4229965209961,84.73100280761719,0
2003-12-10,85.36100006103516,85.75199890136719,84.45999908447266,84.74700164794922,0
2003-12-11,85.05000305175781,85.50199890136719,84.5530014038086,85.29000091552734,0
2003-12-12,85.29000091552734,85.4749984741211,84.88999938964844,85.08999633789062,0
2003-12-15,85.40799713134766,85.45999908447266,84.68900299072266,84.74600219726562,0
2003-12-16,85.36900329589844,85.62999725341797,85.19999694824219,85.447998046875,0
2003-12-17,85.59500122070312,85.76300048828125,85.08100128173828,85.30899810791016,0
2003-12-18,86.10900115966797,86.19999694824219,85.54499816894531,85.60399627685547,0
2003-12-19,85.83999633789062,86.15599822998047,85.625,86.02999877929688,0
2003-12-22,85.46800231933594,85.98600006103516,85.3949966430664,85.77799987792969,0
2003-12-23,85.44999694824219,86.19300079345703,85.14099884033203,85.4469985961914,0
2003-12-24,85.97799682617188,86.11199951171875,85.31099700927734,85.40799713134766,0
2003-12-25,85.91600036621094,86.0,85.7699966430664,85.98400115966797,0
2003-12-26,85.6510009765625,85.99199676513672,85.42400360107422,85.90299987792969,0
2003-12-29,85.62000274658203,85.80000305175781,85.37000274658203,85.58799743652344,0
2003-12-30,86.11900329589844,86.21499633789062,85.56300354003906,85.60900115966797,0
2003-12-31,86.65799713134766,86.78399658203125,86.0260009765625,86.07099914550781,0
2004-01-01,86.51599884033203,86.65799713134766,85.69000244140625,86.65799713134766,0
2004-01-02,86.3759994506836,86.59100341796875,85.99500274658203,86.4990005493164,0
2004-01-05,86.24299621582031,87.0,85.90299987792969,86.56999969482422,0
2004-01-06,86.11000061035156,86.71499633789062,86.02100372314453,86.21199798583984,0
2004-01-07,85.5999984741211,86.31500244140625,85.51000213623047,86.14399719238281,0
2004-01-08,86.54499816894531,86.69999694824219,85.00800323486328,85.6259994506836,0
2004-01-09,87.33300018310547,87.52999877929688,86.43000030517578,86.54399871826172,0
2004-01-12,86.79100036621094,87.63999938964844,86.67500305175781,87.43000030517578,0
2004-01-13,87.09300231933594,87.0979995727539,86.5459976196289,86.7300033569336,0
2004-01-14,86.20899963378906,87.06700134277344,85.37899780273438,87.06700134277344,0
2004-01-15,85.45600128173828,86.28600311279297,85.13999938964844,86.20700073242188,0
2004-01-16,84.322998046875,85.48600006103516,83.98600006103516,85.47699737548828,0
2004-01-19,84.36000061035156,84.72000122070312,83.91300201416016,84.2300033569336,0
2004-01-20,85.88600158691406,86.08000183105469,84.33899688720703,84.35900115966797,0
2004-01-21,86.3219985961914,86.37100219726562,85.72000122070312,85.90299987792969,0
2004-01-22,86.06800079345703,86.56300354003906,85.68399810791016,86.29299926757812,0
2004-01-23,85.9530029296875,86.31700134277344,85.23200225830078,86.11599731445312,0
2004-01-26,84.74299621582031,85.76799774169922,84.51300048828125,85.76200103759766,0
2004-01-27,85.1780014038086,85.27200317382812,84.19999694824219,84.74800109863281,0
2004-01-28,84.35700225830078,85.41600036621094,84.28500366210938,85.17900085449219,0
2004-01-29,84.1259994506836,84.93199920654297,83.91999816894531,84.34600067138672,0
2004-01-30,84.03299713134766,84.30000305175781,83.59400177001953,84.13700103759766,0
2004-02-02,83.63800048828125,84.11900329589844,83.41100311279297,84.02400207519531,0
2004-02-03,84.36599731445312,84.4489974975586,84.03099822998047,84.36599731445312,0
2004-02-04,84.35199737548828,84.47599792480469,84.03099822998047,84.47599792480469,0
2004-02-05,84.65699768066406,84.98999786376953,84.20999908447266,84.36599731445312,0
2004-02-06,85.51699829101562,85.77999877929688,84.58200073242188,84.60299682617188,0
2004-02-09,85.70099639892578,85.93499755859375,85.26599884033203,85.26599884033203,0
2004-02-10,85.32099914550781,85.91999816894531,85.20600128173828,85.67500305175781,0
2004-02-11,85.7040023803711,85.84500122070312,84.8949966430664,85.3239974975586,0
2004-02-12,85.6500015258789,85.88999938964844,85.46399688720703,85.7030029296875,0
2004-02-13,84.95099639892578,86.08999633789062,84.85800170898438,85.61299896240234,0
2004-02-16,85.47200012207031,85.5999984741211,85.03199768066406,85.16400146484375,0
2004-02-17,86.12300109863281,86.31999969482422,85.38500213623047,85.47799682617188,0
2004-02-18,86.01799774169922,86.62000274658203,85.81900024414062,86.27999877929688,0
2004-02-19,86.5479965209961,86.7699966430664,85.81999969482422,86.01300048828125,0
2004-02-20,86.5009994506836,86.97200012207031,86.30000305175781,86.59500122070312,0
2004-02-23,86.28500366210938,86.43299865722656,85.9000015258789,86.12799835205078,0
2004-02-24,87.13899993896484,87.31999969482422,86.14099884033203,86.29299926757812,0
2004-02-25,86.51100158691406,87.41000366210938,86.4010009765625,87.08300018310547,0
2004-02-26,86.46299743652344,86.80000305175781,86.26300048828125,86.552001953125,0
2004-02-27,86.62000274658203,86.65299987792969,85.43199920654297,86.48300170898438,0
2004-03-01,85.83000183105469,86.92400360107422,85.71399688720703,86.70999908447266,0
2004-03-02,84.93099975585938,86.08000183105469,84.74700164794922,85.88600158691406,0
2004-03-03,85.15399932861328,85.23699951171875,84.28900146484375,84.9260025024414,0
2004-03-04,86.08399963378906,86.06600189208984,84.7750015258789,85.11100006103516,0
2004-03-05,87.71099853515625,87.97799682617188,85.63999938964844,86.06500244140625,0
2004-03-08,87.52400207519531,87.91300201416016,87.10099792480469,87.81800079345703,0
2004-03-09,86.99199676513672,87.66899871826172,86.71800231933594,87.52300262451172,0
2004-03-10,86.1520004272461,87.66899871826172,85.80999755859375,87.52300262451172,0
2004-03-11,87.51000213623047,87.68599700927734,85.48300170898438,86.13600158691406,0
2004-03-12,86.2030029296875,87.56800079345703,86.0719985961914,87.48999786376953,0
2004-03-15,86.61000061035156,87.11000061035156,85.87300109863281,86.56800079345703,0
2004-03-16,84.99500274658203,86.56500244140625,84.95999908447266,86.52899932861328,0
2004-03-17,84.66799926757812,85.23600006103516,84.14900207519531,84.93499755859375,0
2004-03-18,84.96099853515625,85.16200256347656,83.66500091552734,84.69400024414062,0
2004-03-19,83.88200378417969,85.3489990234375,83.88200378417969,84.92400360107422,0
2004-03-22,84.96299743652344,85.18000030517578,83.44000244140625,84.1259994506836,0
2004-03-23,84.94499969482422,85.2040023803711,84.42900085449219,84.93900299072266,0
2004-03-24,83.34300231933594,85.2040023803711,83.0199966430664,84.9520034790039,0
2004-03-25,82.87999725341797,83.36100006103516,82.74500274658203,83.36100006103516,0
2004-03-26,82.6969985961914,82.99600219726562,82.0250015258789,82.9219970703125,0
2004-03-29,82.21099853515625,83.26000213623047,81.80000305175781,81.93399810791016,0
2004-03-30,82.55599975585938,83.30999755859375,82.06199645996094,82.1719970703125,0
2004-03-31,82.37300109863281,82.67400360107422,81.19400024414062,82.65299987792969,0
2004-04-01,82.10099792480469,82.41600036621094,81.83999633789062,82.3030014038086,0
2004-04-02,81.01499938964844,82.48699951171875,80.69300079345703,82.10900115966797,0
2004-04-05,80.58699798583984,81.1500015258789,80.31900024414062,80.5770034790039,0
2004-04-06,82.22899627685547,82.33000183105469,80.46800231933594,80.52799987792969,0
2004-04-07,82.34100341796875,82.63800048828125,81.48999786376953,82.24199676513672,0
2004-04-08,82.94999694824219,83.19300079345703,82.30999755859375,82.33899688720703,0
2004-04-09,82.9219970703125,83.28099822998047,82.5719985961914,82.94300079345703,0
2004-04-12,82.1520004272461,82.99500274658203,81.93800354003906,82.99500274658203,0
2004-04-13,82.15799713134766,82.2300033569336,81.18000030517578,82.10399627685547,0
2004-04-14,83.64700317382812,83.8499984741211,82.01100158691406,82.13200378417969,0
2004-04-15,83.5739974975586,84.0999984741211,83.23999786376953,83.62899780273438,0
2004-04-16,83.27400207519531,83.98200225830078,83.072998046875,83.56400299072266,0
2004-04-19,83.927001953125,84.24600219726562,83.37999725341797,83.58399963378906,0
2004-04-20,82.93699645996094,83.98200225830078,82.58000183105469,83.56400299072266,0
2004-04-21,83.03500366210938,83.5999984741211,82.63999938964844,82.91400146484375,0
2004-04-22,83.66699981689453,83.74800109863281,82.91000366210938,83.1050033569336,0
2004-04-23,83.0989990234375,83.95500183105469,82.69999694824219,83.66699981689453,0
2004-04-26,83.1050033569336,83.31700134277344,82.44000244140625,82.73999786376953,0
2004-04-27,84.36799621582031,84.5199966430664,82.78900146484375,83.08000183105469,0
2004-04-28,84.26799774169922,84.53600311279297,83.72000122070312,84.36599731445312,0
2004-04-29,85.0790023803711,85.25,84.18399810791016,84.24600219726562,0
2004-04-30,85.26499938964844,85.54000091552734,84.69999694824219,85.00700378417969,0
2004-05-03,84.65399932861328,85.33300018310547,84.572998046875,85.33300018310547,0
2004-05-04,85.55599975585938,85.81500244140625,84.64900207519531,84.65399932861328,0
2004-05-05,85.34300231933594,85.86000061035156,84.88999938964844,85.4739990234375,0
2004-05-06,85.44000244140625,85.83799743652344,85.16200256347656,85.3290023803711,0
2004-05-07,86.27400207519531,87.1500015258789,85.34700012207031,85.4000015258789,0
2004-05-10,87.5530014038086,87.75,86.07499694824219,86.25399780273438,0
2004-05-11,87.29900360107422,87.59700012207031,86.87999725341797,87.51499938964844,0
2004-05-12,87.37799835205078,87.87200164794922,86.61499786376953,87.20500183105469,0
2004-05-13,87.83899688720703,88.22200012207031,87.26699829101562,87.36599731445312,0
2004-05-14,87.83999633789062,88.28099822998047,87.6500015258789,87.85399627685547,0
2004-05-17,89.74600219726562,89.74600219726562,87.96399688720703,88.2979965209961,0
2004-05-18,88.86299896240234,89.89299774169922,88.5780029296875,89.67900085449219,0
2004-05-19,88.22100067138672,89.05000305175781,87.69999694824219,88.88600158691406,0
2004-05-20,87.72799682617188,88.74199676513672,87.50499725341797,88.23300170898438,0
2004-05-21,87.92500305175781,88.04399871826172,87.44599914550781,87.71900177001953,0
2004-05-24,88.39299774169922,88.49299621582031,87.40799713134766,87.73100280761719,0
2004-05-25,87.84700012207031,88.73300170898438,87.79000091552734,88.427001953125,0
2004-05-26,88.00700378417969,88.05000305175781,87.59100341796875,87.8479995727539,0
2004-05-27,89.25599670410156,89.22000122070312,87.83799743652344,87.99400329589844,0
2004-05-28,87.84600067138672,89.22899627685547,87.77100372314453,89.22899627685547,0
2004-05-31,87.41699981689453,88.35299682617188,86.99700164794922,88.31700134277344,0
2004-06-01,88.60600280761719,88.83000183105469,86.69000244140625,87.40799713134766,0
2004-06-02,87.88400268554688,89.05999755859375,87.84300231933594,88.58699798583984,0
2004-06-03,88.9489974975586,89.28299713134766,87.8270034790039,87.86699676513672,0
2004-06-04,89.77300262451172,89.83999633789062,88.46700286865234,88.93000030517578,0
2004-06-07,88.7030029296875,89.78800201416016,88.5,89.73899841308594,0
2004-06-08,88.48699951171875,89.05000305175781,88.41899871826172,88.69300079345703,0
2004-06-09,87.93199920654297,88.60600280761719,87.03900146484375,88.51599884033203,0
2004-06-10,87.74700164794922,87.99800109863281,87.04000091552734,87.9260025024414,0
2004-06-11,87.44499969482422,87.93099975585938,87.31300354003906,87.76599884033203,0
2004-06-14,88.4010009765625,88.64099884033203,87.2300033569336,87.25700378417969,0
2004-06-15,87.6510009765625,88.82499694824219,87.40899658203125,88.40399932861328,0
2004-06-16,86.77400207519531,87.80799865722656,86.70899963378906,87.65399932861328,0
2004-06-17,87.36199951171875,87.65599822998047,86.52300262451172,86.80899810791016,0
2004-06-18,87.43900299072266,87.5770034790039,86.72699737548828,87.38600158691406,0
2004-06-21,87.35600280761719,87.46399688720703,86.7490005493164,87.31600189208984,0
2004-06-22,87.44000244140625,87.48300170898438,86.61100006103516,87.26899719238281,0
2004-06-23,86.30000305175781,87.44999694824219,86.26000213623047,87.44999694824219,0
2004-06-24,86.13999938964844,86.54000091552734,85.97000122070312,86.33000183105469,0
2004-06-25,86.28700256347656,86.49400329589844,85.95999908447266,86.11000061035156,0
2004-06-28,86.44999694824219,86.63999938964844,85.91999816894531,86.1719970703125,0
2004-06-29,85.52999877929688,86.7249984741211,85.43000030517578,86.48699951171875,0
2004-06-30,87.05000305175781,87.45099639892578,85.55000305175781,85.55000305175781,0
2004-07-01,86.81500244140625,87.0510025024414,86.08000183105469,87.02999877929688,0
2004-07-02,87.73100280761719,88.2300033569336,86.76000213623047,86.81900024414062,0
2004-07-05,88.25,88.4010009765625,87.8759994506836,88.09600067138672,0
2004-07-06,88.46600341796875,88.77999877929688,88.18000030517578,88.31199645996094,0
2004-07-07,88.44000244140625,88.62200164794922,88.1500015258789,88.44000244140625,0
2004-07-08,88.87000274658203,88.96600341796875,88.33000183105469,88.47899627685547,0
2004-07-09,88.47599792480469,88.9469985961914,88.0999984741211,88.94499969482422,0
2004-07-12,88.38999938964844,88.49099731445312,87.91000366210938,88.04000091552734,0
2004-07-13,87.7300033569336,88.66999816894531,87.70999908447266,88.4000015258789,0
2004-07-14,88.78500366210938,88.85399627685547,87.66000366210938,87.72000122070312,0
2004-07-15,88.76000213623047,89.08300018310547,88.31999969482422,88.80799865722656,0
2004-07-16,88.7509994506836,88.8759994506836,88.3499984741211,88.75,0
2004-07-19,88.052001953125,88.81800079345703,87.8499984741211,88.7699966430664,0
2004-07-20,87.20999908447266,88.51599884033203,87.13999938964844,88.06900024414062,0
2004-07-21,87.91000366210938,87.94599914550781,87.04000091552734,87.21600341796875,0
2004-07-22,87.94000244140625,88.03800201416016,87.47000122070312,87.88999938964844,0
2004-07-23,86.9219970703125,87.9800033569336,86.79000091552734,87.9219970703125,0
2004-07-26,86.83000183105469,87.17500305175781,86.62999725341797,86.95999908447266,0
2004-07-27,86.95999908447266,87.19999694824219,86.69000244140625,86.86299896240234,0
2004-07-28,87.54199981689453,87.77799987792969,86.87000274658203,86.94999694824219,0
2004-07-29,87.48999786376953,87.91000366210938,87.37999725341797,87.52999877929688,0
