Date,NAV
2010-12-23,0.998
2010-12-24,0.9983854023862495
2010-12-27,0.9979832093285483
2010-12-28,0.9977458608857155
2010-12-29,1.0036231975067407
2010-12-30,1.0038545138075667
2010-12-31,1.0041378442150672
2011-01-03,1.0043452464904747
2011-01-04,1.0020737052757822
2011-01-05,0.9970851795294402
2011-01-06,0.9936650994528662
2011-01-07,0.9945301017296326
2011-01-10,0.9974773068488946
2011-01-11,0.996846278640389
2011-01-12,0.9894321206800306
2011-01-13,0.9923581258911682
2011-01-14,0.9864325604962288
2011-01-17,0.9823056195762073
2011-01-18,0.9846664600176381
2011-01-19,0.9845238640097767
2011-01-20,0.9854032320786575
2011-01-21,0.9797671544799296
2011-01-24,0.9792177507666187
2011-01-25,0.9802231890648591
2011-01-26,0.9823008711195694
2011-01-27,0.9855392260680025
2011-01-28,0.9836012522558388
2011-01-31,0.988045709586453
2011-02-01,0.9886948635564484
2011-02-02,0.990652087525903
2011-02-03,0.9873950652603367
2011-02-04,0.9904563038267572
2011-02-07,0.9881227553814975
2011-02-08,0.9888108829656898
2011-02-09,0.987873941969238
2011-02-10,0.9857463398520467
2011-02-11,0.9850292718705062
2011-02-14,0.9860951405580444
2011-02-15,0.985764018863753
2011-02-16,0.9850094297516445
2011-02-17,0.9830999247044316
2011-02-18,0.9855385524596056
2011-02-21,0.9839582697429694
2011-02-22,0.9824901655699987
2011-02-23,0.980243441711008
2011-02-24,0.9824600081831733
2011-02-25,0.9824238700221691
2011-02-28,0.9826414952959281
2011-03-01,0.986386559777071
2011-03-02,0.9876936473555482
2011-03-03,0.9852158966345144
2011-03-04,0.9777764670064426
2011-03-07,0.9765963483272112
2011-03-08,0.9750424401009948
2011-03-09,0.9738032825816483
2011-03-10,0.9754442564447425
2011-03-11,0.9761829763559858
2011-03-14,0.9779073867963191
2011-03-15,0.975496154761478
2011-03-16,0.9738193430022196
2011-03-17,0.9774888629867193
2011-03-18,0.9783005661182173
2011-03-21,0.9786341938330682
2011-03-22,0.9762702747435109
2011-03-23,0.9764467782346531
2011-03-24,0.9756486319210343
2011-03-25,0.9712562771309105
2011-03-28,0.9692660581882392
2011-03-29,0.9680179808936333
2011-03-30,0.9673368759382152
2011-03-31,0.9651465796726143
2011-04-01,0.9619046503560986
2011-04-04,0.9556579783635474
2011-04-05,0.954357326005381
2011-04-06,0.9506534275302094
2011-04-07,0.949664270723225
2011-04-08,0.9512240739545824
2011-04-11,0.9540745702021775
2011-04-12,0.9548446624491321
2011-04-13,0.9556397851393491
2011-04-14,0.9582445153426562
2011-04-15,0.9584924221533127
2011-04-18,0.9606559933522395
2011-04-19,0.9668216353694785
2011-04-20,0.9652489415372547
2011-04-21,0.9686379675314517
2011-04-22,0.9737102405072174
2011-04-25,0.9738160469337008
2011-04-26,0.975364984985566
2011-04-27,0.9768595020318391
2011-04-28,0.9770361848950929
2011-04-29,0.9805436365618501
2011-05-02,0.9829769795049269
2011-05-03,0.9820163831256757
2011-05-04,0.9825002988635836
2011-05-05,0.9835398365938106
2011-05-06,0.9830475309269774
2011-05-09,0.9843377343400251
2011-05-10,0.9883924492659885
2011-05-11,0.9839333209435669
2011-05-12,0.9844215647952907
2011-05-13,0.9812623015642669
2011-05-16,0.9789349715673693
2011-05-17,0.9825217433532786
2011-05-18,0.9831015278620712
2011-05-19,0.9797440389837877
2011-05-20,0.979728804498969
2011-05-23,0.981331729161156
2011-05-24,0.9786709253721801
2011-05-25,0.9794694476547992
2011-05-26,0.9825720993101665
2011-05-27,0.9862546168982071
2011-05-30,0.992055531674945
2011-05-31,0.9910771159088548
2011-06-01,0.9837636476108692
2011-06-02,0.9902187730431845
2011-06-03,0.9864319996103178
2011-06-06,0.9900827752127093
2011-06-07,0.9921667638439647
2011-06-08,0.987461911035985
2011-06-09,0.988307015252757
2011-06-10,0.9819429481440689
2011-06-13,0.981020047008718
2011-06-14,0.9844314769738987
2011-06-15,0.9826265352867114
2011-06-16,0.9838115420110732
2011-06-17,0.9830733690040128
2011-06-20,0.9838325936449634
2011-06-21,0.988571108926978
2011-06-22,0.9911222893683226
2011-06-23,0.9876680237602014
2011-06-24,0.9873386676559671
2011-06-27,0.9877446551241427
2011-06-28,0.9891063119135722
2011-06-29,0.9939887163542679
2011-06-30,0.9954063920139398
2011-07-01,0.9968097978244762
2011-07-04,0.9942865043975092
2011-07-05,0.9932031563508885
2011-07-06,0.9952482944378808
2011-07-07,0.9981213954462963
2011-07-08,0.995344066064903
2011-07-11,0.995684955266312
2011-07-12,0.9959842057294795
2011-07-13,0.999985774669355
2011-07-14,1.011355136003205
2011-07-15,1.007755507272926
2011-07-18,1.0074463311167998
2011-07-19,1.0048703318435552
2011-07-20,1.0067448609867715
2011-07-21,1.0091075561801028
2011-07-22,1.011260762541627
2011-07-25,1.019944829636788
2011-07-26,1.0261959572666444
2011-07-27,1.0264997568330658
2011-07-28,1.0283906101697118
2011-07-29,1.0219402433887284
2011-08-01,1.02877374508051
2011-08-02,1.027460892824949
2011-08-03,1.0321125442326173
2011-08-04,1.019633937967659
2011-08-05,1.0246444059274957
2011-08-08,1.0153543226030808
2011-08-09,1.0152722795901783
2011-08-10,1.0297525758288695
2011-08-11,1.027020842349725
2011-08-12,1.0205923697472803
2011-08-15,1.012903676415752
2011-08-16,1.0108407955096859
2011-08-17,1.0112014397884008
2011-08-18,1.0099648599337543
2011-08-19,1.0059992261070156
2011-08-22,1.0068881104477163
2011-08-23,1.0078340433131665
2011-08-24,1.0064667259103732
2011-08-25,1.007654989204767
2011-08-26,1.0003350094610068
2011-08-29,1.00055309724093
2011-08-30,0.9969823493635713
2011-08-31,1.0000155211924038
2011-09-01,0.9978905948279752
2011-09-02,1.002414465699604
2011-09-05,1.0013052330670411
2011-09-06,1.0031181841547572
2011-09-07,0.9795749350540793
2011-09-08,0.9854449462710723
2011-09-09,0.9786420775643904
2011-09-12,0.9729011713340666
2011-09-13,0.9751575287534914
2011-09-14,0.9667801548464885
2011-09-15,0.9703469745765898
2011-09-16,0.9744166218180312
2011-09-19,0.9769255099901399
2011-09-20,0.9805091706728857
2011-09-21,0.9765418046853847
2011-09-22,0.9864782256535508
2011-09-23,0.9776447434182461
2011-09-26,0.9700480486101621
2011-09-27,0.9741456518609106
2011-09-28,0.9734391251886757
2011-09-29,0.9691472230241488
2011-09-30,0.9665618108480227
2011-10-03,0.9615929126575733
2011-10-04,0.9654826754291689
2011-10-05,0.9635692011239492
2011-10-06,0.9640624792471838
2011-10-07,0.9613755045051852
2011-10-10,0.9639505977035567
2011-10-11,0.9686731409740728
2011-10-12,0.9722475668200208
2011-10-13,0.9762242217585605
2011-10-14,0.9794490019988142
2011-10-17,0.9914176603943654
2011-10-18,0.9918070436060054
2011-10-19,0.9923871429106507
2011-10-20,0.9973595311112133
2011-10-21,0.9963694445395981
2011-10-24,0.9932994786138286
2011-10-25,0.9865111728551232
2011-10-26,0.9759688235662091
2011-10-27,0.9684166643292761
2011-10-28,0.9772906862327341
2011-10-31,0.9775366579636496
2011-11-01,0.9809938592852111
2011-11-02,0.9761229563052884
2011-11-03,0.9656148104288309
2011-11-04,0.9669260111788034
2011-11-07,0.9678092334482473
2011-11-08,0.9708670936097593
2011-11-09,0.9708138650309219
2011-11-10,0.9676988340782596
2011-11-11,0.9648420842039493
2011-11-14,0.9665950265295487
2011-11-15,0.964923370694516
2011-11-16,0.9702021482854536
2011-11-17,0.9695771766861812
2011-11-18,0.9710655614441398
2011-11-21,0.9743270996534283
2011-11-22,0.9795505209640508
2011-11-23,0.9810452674086495
2011-11-24,0.9818310367682566
2011-11-25,0.9793535324468765
2011-11-28,0.9838654258670445
2011-11-29,0.9777783383215869
2011-11-30,0.9794963986271739
2011-12-01,0.9807278889072681
2011-12-02,0.9775224240596072
2011-12-05,0.975647381897778
2011-12-06,0.9794357507891421
2011-12-07,0.9802853074739278
2011-12-08,0.9816328869962008
2011-12-09,0.982855484002402
2011-12-12,0.9810824929690436
2011-12-13,0.9855665380276509
2011-12-14,0.9865104480671938
2011-12-15,0.9845360744163975
2011-12-16,0.983497570246598
2011-12-19,0.9859125286462205
2011-12-20,0.9857954804003333
2011-12-21,0.9851647170509111
2011-12-22,0.985464556750022
2011-12-23,0.9869242979040586
2011-12-26,0.9863381321462432
2011-12-27,0.9879348245839921
2011-12-28,0.9885417761492106
2011-12-29,0.9894925536472807
2011-12-30,0.9903306461406253
2012-01-02,0.9852236205865376
2012-01-03,0.9870735354776817
2012-01-04,0.9901913685970374
2012-01-05,0.991092179629242
2012-01-06,0.9870644265368561
2012-01-09,0.9836011591155083
2012-01-10,0.9824787935134618
2012-01-11,0.9833667786603709
2012-01-12,0.9818360272032023
2012-01-13,0.9819136607649271
2012-01-16,0.9839423169905002
2012-01-17,0.9808271790596355
2012-01-18,0.9787309217300703
2012-01-19,0.9748678578148772
2012-01-20,0.9705139097068339
2012-01-23,0.9754105237078485
2012-01-24,0.9723430252974385
2012-01-25,0.968326189408739
2012-01-26,0.9677805937716617
2012-01-27,0.9653387356409033
2012-01-30,0.9620161485742001
2012-01-31,0.9657638066018227
2012-02-01,0.9625802812119643
2012-02-02,0.9592284565476686
2012-02-03,0.9582398255129029
2012-02-06,0.9567794870818855
2012-02-07,0.9568683560043999
2012-02-08,0.9554610137140103
2012-02-09,0.9553872616394303
2012-02-10,0.9531329216111445
2012-02-13,0.9531505937850784
2012-02-14,0.9571785095322014
2012-02-15,0.9563694432065363
2012-02-16,0.955232118489496
2012-02-17,0.9552607644727812
2012-02-20,0.9505316335351398
2012-02-21,0.9485677543561359
2012-02-22,0.9471371364545592
2012-02-23,0.9464424360892466
2012-02-24,0.9517617919913338
2012-02-27,0.9439770051389939
2012-02-28,0.9507854017218575
2012-02-29,0.9470881834041791
2012-03-01,0.9424345831141797
2012-03-02,0.945681531907588
2012-03-05,0.9460685645698179
2012-03-06,0.9444211730704006
2012-03-07,0.9489716886207835
2012-03-08,0.9439652317027691
2012-03-09,0.943747513751215
2012-03-12,0.9441542334736559
2012-03-13,0.9453087586847176
2012-03-14,0.9439467348920212
2012-03-15,0.9403848223611805
2012-03-16,0.9428796019574036
2012-03-19,0.9447446878484891
2012-03-20,0.9438376393913532
2012-03-21,0.9412577851384556
2012-03-22,0.9380023000068989
2012-03-23,0.9377020754953382
2012-03-26,0.9391647243673494
2012-03-27,0.9374355428257937
2012-03-28,0.9357410998794434
2012-03-29,0.9321081927291632
2012-03-30,0.9312586735955998
2012-04-02,0.9322798218654962
2012-04-03,0.9310653918721999
2012-04-04,0.9291579075360382
2012-04-05,0.9325179497470345
2012-04-06,0.9331723174783059
2012-04-09,0.9348967868519377
2012-04-10,0.9386917957285404
2012-04-11,0.9401955245668849
2012-04-12,0.9408749026631195
2012-04-13,0.9427602740090767
2012-04-16,0.9421335854336479
2012-04-17,0.9389977217907645
2012-04-18,0.9366736778749278
2012-04-19,0.9342487342663821
2012-04-20,0.933739892113047
2012-04-23,0.9346934486164676
2012-04-24,0.9323109775042697
2012-04-25,0.928224807159296
2012-04-26,0.9256442357568667
2012-04-27,0.9229326942542203
2012-04-30,0.9254702009193192
2012-05-01,0.923044297748016
2012-05-02,0.9194009644917364
2012-05-03,0.9182311589320443
2012-05-04,0.9166205225986725
2012-05-07,0.9162401754964343
2012-05-08,0.9166859016131138
2012-05-09,0.9181605584203787
2012-05-10,0.9226056125938112
2012-05-11,0.9225545523682881
2012-05-14,0.9242947047907434
2012-05-15,0.9300409048843837
2012-05-16,0.9301216628167717
2012-05-17,0.929497641762159
2012-05-18,0.929407186244694
2012-05-21,0.9245363108472818
2012-05-22,0.9271178234610106
2012-05-23,0.9281509739944704
2012-05-24,0.9306173765327087
2012-05-25,0.9308512937986286
2012-05-28,0.9311655863992213
2012-05-29,0.9307855593756518
2012-05-30,0.9349379962100893
2012-05-31,0.9381628989467026
2012-06-01,0.938138759925553
2012-06-04,0.9340692675342658
2012-06-05,0.9303674634045934
2012-06-06,0.9264444174005958
2012-06-07,0.922390315243344
2012-06-08,0.9209494174559016
2012-06-11,0.9214539259836013
2012-06-12,0.9280730462694661
2012-06-13,0.9289983223806937
2012-06-14,0.9242321253077387
2012-06-15,0.9247197081835956
2012-06-18,0.9224712568261286
