Price,Close,High,Low,Open,Volume
Ticker,USDBRL=X,USDBRL=X,USDBRL=X,USDBRL=X,USDBRL=X
Date,,,,,
2016-01-04,3.9491000175476074,4.0594000816345215,3.955699920654297,3.9605000019073486,0
2016-01-05,4.037300109863281,4.053100109100342,3.995699882507324,4.037099838256836,0
2016-01-06,4.026899814605713,4.05049991607666,4.00600004196167,4.027100086212158,0
2016-01-07,4.019899845123291,4.068699836730957,4.018400192260742,4.020899772644043,0
2016-01-08,4.041500091552734,4.043399810791016,4.002200126647949,4.0416998863220215,0
2016-01-11,3.9932000637054443,4.046899795532227,3.9923999309539795,4.020100116729736,0
2016-01-12,4.0503997802734375,4.0518999099731445,4.007500171661377,4.050300121307373,0
2016-01-13,4.025199890136719,4.026199817657471,3.9667999744415283,4.025100231170654,0
2016-01-14,4.014100074768066,4.036799907684326,3.986799955368042,4.014400005340576,0
2016-01-15,4.005899906158447,4.0553998947143555,4.002600193023682,4.005899906158447,0
2016-01-18,4.004300117492676,4.048299789428711,4.013500213623047,4.042900085449219,0
2016-01-19,4.052299976348877,4.055699825286865,3.9981000423431396,4.0524001121521,0
2016-01-20,4.0584001541137695,4.109399795532227,4.057000160217285,4.0584001541137695,0
2016-01-21,4.101399898529053,4.166900157928467,4.097400188446045,4.101600170135498,0
2016-01-22,4.153500080108643,4.154200077056885,4.099599838256836,4.153800010681152,0
2016-01-25,4.0894999504089355,4.092899799346924,4.0879998207092285,4.092400074005127,0
2016-01-26,4.087900161743164,4.117499828338623,4.055699825286865,4.087200164794922,0
2016-01-27,4.06689977645874,4.068900108337402,4.0269999504089355,4.068399906158447,0
2016-01-28,4.104899883270264,4.118800163269043,4.032800197601318,4.105899810791016,0
2016-01-29,4.066999912261963,4.091000080108643,4.001399993896484,4.0671000480651855,0
2016-02-01,3.9971001148223877,4.016900062561035,3.962599992752075,3.9941999912261963,0
2016-02-02,3.959700107574463,4.013999938964844,3.952399969100952,3.9586000442504883,0
