,Close,High,Low,Open,Volume,"('Close', 'CADJPY=X')","('High', 'CADJPY=X')","('Low', 'CADJPY=X')","('Open', 'CADJPY=X')","('Volume', 'CADJPY=X')","('Close', 'CADJPY=X')","('High', 'CADJPY=X')","('Low', 'CADJPY=X')","('Open', 'CADJPY=X')","('Volume', 'CADJPY=X')"
2016-03-29,86.0,86.37000274658203,85.86000061035156,86.0250015258789,0.0,,,,,,,,,,
2016-03-30,86.26100158691406,87.0989990234375,85.80999755859375,86.2229995727539,0.0,,,,,,,,,,
2016-03-31,86.5780029296875,87.43900299072266,86.29000091552734,86.56400299072266,0.0,,,,,,,,,,
2016-04-01,86.56999969482422,86.58999633789062,85.28800201416016,86.5780029296875,0.0,,,,,,,,,,
2016-04-04,85.66999816894531,85.70600128173828,85.12999725341797,85.68000030517578,0.0,,,,,,,,,,
2016-04-05,85.06999969482422,85.06700134277344,83.58999633789062,85.06099700927734,0.0,,,,,,,,,,
2016-04-06,83.9800033569336,84.2300033569336,83.46800231933594,83.97000122070312,0.0,,,,,,,,,,
2016-04-07,83.83999633789062,83.95899963378906,81.79000091552734,83.87899780273438,0.0,,,,,,,,,,
2016-04-08,82.48999786376953,83.75199890136719,82.52999877929688,82.55599975585938,0.0,,,,,,,,,,
2016-04-11,83.43000030517578,83.78099822998047,82.73999786376953,83.41000366210938,0.0,,,,,,,,,,
2016-04-12,83.58999633789062,84.89399719238281,83.5469970703125,83.61399841308594,0.0,,,,,,,,,,
2016-04-13,85.08000183105469,85.70099639892578,84.94000244140625,85.09400177001953,0.0,,,,,,,,,,
2016-04-14,85.36100006103516,85.41200256347656,84.76000213623047,85.36199951171875,0.0,,,,,,,,,,
2016-04-15,85.12000274658203,85.65399932861328,84.26000213623047,85.11000061035156,0.0,,,,,,,,,,
2016-04-18,83.20700073242188,85.0270004272461,83.0999984741211,83.27999877929688,0.0,,,,,,,,,,
2016-04-19,85.40799713134766,86.5,85.21399688720703,85.37999725341797,0.0,,,,,,,,,,
2016-04-20,86.02999877929688,86.87999725341797,85.51000213623047,85.99299621582031,0.0,,,,,,,,,,
2016-04-21,86.85099792480469,86.93499755859375,86.00900268554688,86.83899688720703,0.0,,,,,,,,,,
2016-04-22,85.98400115966797,88.21600341796875,85.94100189208984,86.0250015258789,0.0,,,,,,,,,,
2016-04-25,87.93099975585938,87.9489974975586,87.36000061035156,87.9489974975586,0.0,,,,,,,,,,
2016-04-26,87.66200256347656,88.22100067138672,87.30500030517578,87.6259994506836,0.0,,,,,,,,,,
2016-04-27,88.18000030517578,88.48999786376953,87.9000015258789,88.16999816894531,0.0,,,,,,,,,,
2016-04-28,88.5999984741211,88.76899719238281,85.65899658203125,88.61399841308594,0.0,,,,,,,,,,
2016-04-29,86.08000183105469,86.12000274658203,85.02799987792969,86.12000274658203,0.0,,,,,,,,,,
2016-05-02,84.8489990234375,85.2239990234375,84.67500305175781,84.86900329589844,0.0,,,,,,,,,,
2016-05-03,84.89099884033203,84.91699981689453,83.62999725341797,84.91000366210938,0.0,,,,,,,,,,
2016-05-04,83.97000122070312,84.32099914550781,82.98999786376953,83.99199676513672,0.0,,,,,,,,,,
2016-05-05,83.0999984741211,83.73400115966797,83.08000183105469,83.12000274658203,0.0,,,,,,,,,,
2016-05-06,83.44000244140625,83.53099822998047,82.2509994506836,83.49500274658203,0.0,,,,,,,,,,
2016-05-09,83.04399871826172,83.7760009765625,82.87999725341797,82.99600219726562,0.0,,,,,,,,,,
2016-05-10,83.60099792480469,84.40699768066406,83.4800033569336,83.61000061035156,0.0,,,,,,,,,,
2016-05-11,84.52899932861328,84.5979995727539,83.93299865722656,84.52999877929688,0.0,,,,,,,,,,
2016-05-12,84.28399658203125,85.44999694824219,84.18000030517578,84.29000091552734,0.0,,,,,,,,,,
2016-05-13,84.95899963378906,84.96499633789062,84.22799682617188,84.96499633789062,0.0,,,,,,,,,,
2016-05-16,83.86299896240234,84.49500274658203,83.81099700927734,83.85399627685547,0.0,,,,,,,,,,
2016-05-17,84.55400085449219,85.20899963378906,84.16000366210938,84.5199966430664,0.0,,,,,,,,,,
2016-05-18,84.38700103759766,84.91400146484375,84.13600158691406,84.43000030517578,0.0,,,,,,,,,,
2016-05-19,84.54000091552734,84.58300018310547,83.51200103759766,84.54000091552734,0.0,,,,,,,,,,
2016-05-20,83.93699645996094,84.33000183105469,83.947998046875,83.96299743652344,0.0,,,,,,,,,,
2016-05-23,83.84500122070312,83.88200378417969,83.08100128173828,83.85099792480469,0.0,,,,,,,,,,
2016-05-24,83.18299865722656,83.99700164794922,82.9000015258789,83.15699768066406,0.0,,,,,,,,,,
2016-05-25,83.9000015258789,84.51000213623047,83.79000091552734,83.9000015258789,0.0,,,,,,,,,,
2016-05-26,84.46800231933594,85.11799621582031,84.03299713134766,84.46099853515625,0.0,,,,,,,,,,
2016-05-27,84.54399871826172,84.7509994506836,83.90799713134766,84.5199966430664,0.0,,,,,,,,,,
2016-05-30,84.87999725341797,85.2959976196289,84.64800262451172,84.87100219726562,0.0,,,,,,,,,,
2016-05-31,84.97000122070312,85.49299621582031,84.55999755859375,84.99800109863281,0.0,,,,,,,,,,
2016-06-01,84.61000061035156,84.8550033569336,83.30000305175781,84.62100219726562,0.0,,,,,,,,,,
2016-06-02,83.71900177001953,83.7040023803711,82.69999694824219,83.6719970703125,0.0,,,,,,,,,,
2016-06-03,83.12100219726562,83.36000061035156,82.29000091552734,83.15499877929688,0.0,,,,,,,,,,
2016-06-06,82.33999633789062,83.66500091552734,82.16999816894531,82.33499908447266,0.0,,,,,,,,,,
2016-06-07,83.83000183105469,84.427001953125,83.66000366210938,83.802001953125,0.0,,,,,,,,,,
2016-06-08,84.06600189208984,84.54299926757812,83.7300033569336,84.03600311279297,0.0,,,,,,,,,,
2016-06-09,84.16000366210938,84.32599639892578,83.44499969482422,84.18000030517578,0.0,,,,,,,,,,
2016-06-10,84.12000274658203,84.37999725341797,83.71800231933594,84.0770034790039,0.0,,,,,,,,,,
2016-06-13,83.30999755859375,83.41400146484375,82.62000274658203,83.31700134277344,0.0,,,,,,,,,,
2016-06-14,82.78900146484375,82.94200134277344,82.15299987792969,82.75299835205078,0.0,,,,,,,,,,
2016-06-15,82.47699737548828,82.86299896240234,81.94999694824219,82.44200134277344,0.0,,,,,,,,,,
2016-06-16,81.95999908447266,81.98699951171875,79.32599639892578,81.95999908447266,0.0,,,,,,,,,,
2016-06-17,81.05000305175781,81.24600219726562,80.5,81.11599731445312,0.0,,,,,,,,,,
2016-06-20,81.43900299072266,81.79399871826172,81.33100128173828,81.43900299072266,0.0,,,,,,,,,,
2016-06-21,81.11799621582031,81.95999908447266,80.92900085449219,81.09400177001953,0.0,,,,,,,,,,
2016-06-22,81.72000122070312,82.05799865722656,81.4229965209961,81.72000122070312,0.0,,,,,,,,,,
2016-06-23,81.6520004272461,83.37699890136719,81.38600158691406,81.58999633789062,0.0,,,,,,,,,,
2016-06-24,81.71700286865234,82.23100280761719,76.39800262451172,81.8010025024414,0.0,,,,,,,,,,
2016-06-27,78.37999725341797,78.62999725341797,77.47100067138672,78.44999694824219,0.0,,,,,,,,,,
2016-06-28,77.91100311279297,78.91000366210938,77.7300033569336,77.85700225830078,0.0,,,,,,,,,,
2016-06-29,78.84600067138672,79.14199829101562,78.37000274658203,78.83699798583984,0.0,,,,,,,,,,
2016-06-30,79.4540023803711,79.5719985961914,78.81999969482422,79.41500091552734,0.0,,,,,,,,,,
2016-07-01,79.52999877929688,79.72200012207031,79.14399719238281,79.5199966430664,0.0,,,,,,,,,,
2016-07-04,79.36499786376953,79.93099975585938,79.33000183105469,79.35399627685547,0.0,,,,,,,,,,
2016-07-05,79.63999938964844,79.65899658203125,78.2509994506836,79.65899658203125,0.0,,,,,,,,,,
2016-07-06,77.73999786376953,77.91600036621094,77.05000305175781,77.76699829101562,0.0,,,,,,,,,,
2016-07-07,78.0,78.43199920654297,77.45899963378906,77.97699737548828,0.0,,,,,,,,,,
2016-07-08,77.53399658203125,77.66699981689453,76.77799987792969,77.5199966430664,0.0,,,,,,,,,,
2016-07-11,77.16899871826172,78.61100006103516,77.06999969482422,77.16100311279297,0.0,,,,,,,,,,
2016-07-12,78.11000061035156,80.52400207519531,78.08000183105469,78.11699676513672,0.0,,,,,,,,,,
2016-07-13,80.1969985961914,80.69300079345703,79.49800109863281,80.18199920654297,0.0,,,,,,,,,,
2016-07-14,80.2030029296875,81.98699951171875,80.1729965209961,80.1729965209961,0.0,,,,,,,,,,
2016-07-15,81.48200225830078,82.51000213623047,81.41699981689453,81.46399688720703,0.0,,,,,,,,,,
2016-07-18,81.37899780273438,81.83399963378906,80.93599700927734,81.37999725341797,0.0,,,,,,,,,,
2016-07-19,81.89900207519531,81.91899871826172,81.2959976196289,81.89800262451172,0.0,,,,,,,,,,
2016-07-20,81.47200012207031,81.91200256347656,81.18800354003906,81.46700286865234,0.0,,,,,,,,,,
2016-07-21,82.03399658203125,82.2760009765625,80.78199768066406,81.97799682617188,0.0,,,,,,,,,,
2016-07-22,80.92400360107422,81.2959976196289,80.45700073242188,80.90899658203125,0.0,,,,,,,,,,
2016-07-25,80.93199920654297,81.177001953125,80.08399963378906,80.89199829101562,0.0,,,,,,,,,,
2016-07-26,79.83499908447266,79.8740005493164,78.66799926757812,79.84700012207031,0.0,,,,,,,,,,
2016-07-27,79.5739974975586,80.74500274658203,79.56500244140625,79.56500244140625,0.0,,,,,,,,,,
2016-07-28,79.87899780273438,79.9729995727539,79.4520034790039,79.88999938964844,0.0,,,,,,,,,,
2016-07-29,79.63300323486328,79.74500274658203,78.03399658203125,79.65899658203125,0.0,,,,,,,,,,
2016-08-01,78.35399627685547,78.75499725341797,78.08000183105469,78.35700225830078,0.0,,,,,,,,,,
2016-08-02,77.98799896240234,78.24800109863281,76.93900299072266,77.95500183105469,0.0,,,,,,,,,,
2016-08-03,77.11299896240234,77.63300323486328,76.76899719238281,77.11299896240234,0.0,,,,,,,,,,
2016-08-04,77.51599884033203,77.77200317382812,77.31700134277344,77.50299835205078,0.0,,,,,,,,,,
2016-08-05,77.74199676513672,77.85099792480469,76.98999786376953,77.76100158691406,0.0,,,,,,,,,,
2016-08-08,77.48500061035156,78.10399627685547,77.33200073242188,77.39700317382812,0.0,,,,,,,,,,
2016-08-09,77.74800109863281,77.82499694824219,77.45999908447266,77.74400329589844,0.0,,,,,,,,,,
2016-08-10,77.68599700927734,77.85900115966797,77.4209976196289,77.69499969482422,0.0,,,,,,,,,,
2016-08-11,77.44999694824219,78.00700378417969,77.37699890136719,77.45500183105469,0.0,,,,,,,,,,
2016-08-12,78.38800048828125,78.78299713134766,77.91200256347656,78.39199829101562,0.0,,,,,,,,,,
2016-08-15,78.14700317382812,78.37200164794922,77.94100189208984,78.13600158691406,0.0,,,,,,,,,,
2016-08-16,78.2969970703125,78.32599639892578,77.62799835205078,78.31199645996094,0.0,,,,,,,,,,
2016-08-17,77.86900329589844,78.50700378417969,77.73999786376953,77.87100219726562,0.0,,,,,,,,,,
2016-08-18,77.77100372314453,78.47799682617188,77.59700012207031,77.76100158691406,0.0,,,,,,,,,,
2016-08-19,78.3479995727539,78.49500274658203,77.61900329589844,78.36100006103516,0.0,,,,,,,,,,
2016-08-22,77.99199676513672,78.10099792480469,77.35800170898438,77.99199676513672,0.0,,,,,,,,,,
2016-08-23,77.46800231933594,77.85399627685547,77.38099670410156,77.4739990234375,0.0,,,,,,,,,,
2016-08-24,77.62699890136719,77.82099914550781,77.41799926757812,77.65699768066406,0.0,,,,,,,,,,
2016-08-25,77.75,77.83999633789062,77.66000366210938,77.74199676513672,0.0,,,,,,,,,,
2016-08-26,77.86000061035156,78.26399993896484,77.76100158691406,77.85800170898438,0.0,,,,,,,,,,
2016-08-29,78.2979965209961,78.71399688720703,78.25700378417969,78.31300354003906,0.0,,,,,,,,,,
2016-08-30,78.23699951171875,78.72200012207031,78.1989974975586,78.23799896240234,0.0,,,,,,,,,,
2016-08-31,78.60600280761719,78.90299987792969,78.58999633789062,78.58999633789062,0.0,,,,,,,,,,
2016-09-01,78.79299926757812,79.16999816894531,78.61900329589844,78.78700256347656,0.0,,,,,,,,,,
2016-09-02,78.85099792480469,80.13800048828125,78.77300262451172,78.85199737548828,0.0,,,,,,,,,,
2016-09-05,79.97899627685547,80.11000061035156,79.69499969482422,79.99099731445312,0.0,,,,,,,,,,
2016-09-06,80.052001953125,80.3010025024414,79.51799774169922,80.04900360107422,0.0,,,,,,,,,,
2016-09-07,79.01599884033203,79.18000030517578,78.66400146484375,79.0250015258789,0.0,,,,,,,,,,
2016-09-08,79.03500366210938,79.2750015258789,78.62100219726562,79.02400207519531,0.0,,,,,,,,,,
2016-09-09,79.16100311279297,79.40299987792969,78.74099731445312,79.15299987792969,0.0,,,,,,,,,,
2016-09-12,78.49400329589844,78.5979995727539,77.63500213623047,78.54199981689453,0.0,,,,,,,,,,
2016-09-13,78.06800079345703,78.16799926757812,77.52100372314453,78.08599853515625,0.0,,,,,,,,,,
2016-09-14,77.89800262451172,78.62999725341797,77.53500366210938,77.90699768066406,0.0,,,,,,,,,,
2016-09-15,77.7229995727539,77.9469985961914,77.18099975585938,77.70500183105469,0.0,,,,,,,,,,
2016-09-16,77.51399993896484,77.67400360107422,77.04900360107422,77.5,0.0,,,,,,,,,,
2016-09-19,77.4990005493164,77.64600372314453,77.13600158691406,77.48999786376953,0.0,,,,,,,,,,
2016-09-20,77.13400268554688,77.29499816894531,76.77899932861328,77.18000030517578,0.0,,,,,,,,,,
2016-09-21,77.03099822998047,77.85199737548828,76.16400146484375,77.07599639892578,0.0,,,,,,,,,,
2016-09-22,76.72699737548828,77.51499938964844,76.56999969482422,76.77400207519531,0.0,,,,,,,,,,
2016-09-23,77.26799774169922,77.46099853515625,76.71700286865234,77.23899841308594,0.0,,,,,,,,,,
2016-09-26,76.7040023803711,76.76300048828125,75.98100280761719,76.72100067138672,0.0,,,,,,,,,,
2016-09-27,75.84300231933594,76.66899871826172,75.43000030517578,75.86100006103516,0.0,,,,,,,,,,
2016-09-28,76.05899810791016,76.26699829101562,75.86299896240234,76.052001953125,0.0,,,,,,,,,,
2016-09-29,77.25700378417969,77.81500244140625,77.24800109863281,77.27300262451172,0.0,,,,,,,,,,
2016-09-30,76.92900085449219,77.37200164794922,76.39399719238281,76.91400146484375,0.0,,,,,,,,,,
2016-10-03,77.3270034790039,77.54199981689453,77.0979995727539,77.31900024414062,0.0,,,,,,,,,,
2016-10-04,77.60700225830078,78.16600036621094,77.5999984741211,77.62799835205078,0.0,,,,,,,,,,
2016-10-05,77.95500183105469,78.5780029296875,77.83699798583984,77.91000366210938,0.0,,,,,,,,,,
2016-10-06,78.50599670410156,78.86199951171875,78.37000274658203,78.5,0.0,,,,,,,,,,
2016-10-07,78.46600341796875,78.66000366210938,77.65799713134766,78.4540023803711,0.0,,,,,,,,,,
2016-10-10,77.73100280761719,78.93000030517578,77.56600189208984,77.78500366210938,0.0,,,,,,,,,,
2016-10-11,78.73999786376953,78.91899871826172,77.98400115966797,78.76699829101562,0.0,,,,,,,,,,
2016-10-12,78.11100006103516,78.75199890136719,78.05500030517578,78.0739974975586,0.0,,,,,,,,,,
2016-10-13,78.56400299072266,78.72599792480469,77.98699951171875,78.55999755859375,0.0,,,,,,,,,,
2016-10-14,78.55699920654297,79.41699981689453,78.54399871826172,78.58100128173828,0.0,,,,,,,,,,
2016-10-17,79.15599822998047,79.30999755859375,78.93099975585938,79.18000030517578,0.0,,,,,,,,,,
2016-10-18,79.17500305175781,79.6520004272461,79.08200073242188,79.18099975585938,0.0,,,,,,,,,,
2016-10-19,79.23600006103516,79.39299774169922,78.76899719238281,79.24400329589844,0.0,,,,,,,,,,
2016-10-20,78.71800231933594,78.93199920654297,78.4530029296875,78.75599670410156,0.0,,,,,,,,,,
2016-10-21,78.70600128173828,78.71800231933594,77.60800170898438,78.71800231933594,0.0,,,,,,,,,,
2016-10-24,77.80400085449219,78.12300109863281,77.7699966430664,77.81199645996094,0.0,,,,,,,,,,
2016-10-25,78.12000274658203,78.63600158691406,78.12200164794922,78.14099884033203,0.0,,,,,,,,,,
2016-10-26,78.0,78.37899780273438,77.86199951171875,77.98899841308594,0.0,,,,,,,,,,
2016-10-27,78.16699981689453,78.55400085449219,77.90399932861328,78.1760025024414,0.0,,,,,,,,,,
2016-10-28,78.58100128173828,78.94499969482422,78.48799896240234,78.60700225830078,0.0,,,,,,,,,,
2016-10-31,78.00800323486328,78.53099822998047,77.9800033569336,77.99299621582031,0.0,,,,,,,,,,
2016-11-01,78.0999984741211,78.53199768066406,77.95600128173828,78.11000061035156,0.0,,,,,,,,,,
2016-11-02,77.71700286865234,77.78900146484375,76.91699981689453,77.70500183105469,0.0,,,,,,,,,,
2016-11-03,77.16799926757812,77.21499633789062,76.6500015258789,77.16999816894531,0.0,,,,,,,,,,
2016-11-04,76.94100189208984,77.08200073242188,76.55699920654297,76.93699645996094,0.0,,,,,,,,,,
2016-11-07,77.99099731445312,78.15899658203125,77.58100128173828,77.9729995727539,0.0,,,,,,,,,,
2016-11-08,78.10399627685547,78.55599975585938,77.9000015258789,78.11000061035156,0.0,,,,,,,,,,
2016-11-09,78.99199676513672,79.41400146484375,74.8270034790039,78.95099639892578,0.0,,,,,,,,,,
2016-11-10,78.90799713134766,79.56400299072266,78.33300018310547,78.9219970703125,0.0,,,,,,,,,,
2016-11-11,79.32099914550781,79.28299713134766,78.47000122070312,79.26100158691406,0.0,,,,,,,,,,
2016-11-14,79.00599670410156,79.96299743652344,78.9260025024414,78.99800109863281,0.0,,,,,,,,,,
2016-11-15,79.91500091552734,80.86100006103516,79.68000030517578,79.91400146484375,0.0,,,,,,,,,,
2016-11-16,81.02899932861328,81.5790023803711,80.98799896240234,81.01300048828125,0.0,,,,,,,,,,
2016-11-17,81.01599884033203,81.5979995727539,80.82599639892578,81.00599670410156,0.0,,,,,,,,,,
2016-11-18,81.44599914550781,81.84300231933594,81.24700164794922,81.42500305175781,0.0,,,,,,,,,,
2016-11-21,82.12000274658203,82.78199768066406,82.0459976196289,82.10299682617188,0.0,,,,,,,,,,
2016-11-22,82.51300048828125,82.96299743652344,82.27100372314453,82.5250015258789,0.0,,,,,,,,,,
2016-11-23,82.63500213623047,83.72599792480469,82.5199966430664,82.63500213623047,0.0,,,,,,,,,,
2016-11-24,83.36799621582031,83.94200134277344,83.21399688720703,83.322998046875,0.0,,,,,,,,,,
2016-11-25,83.95899963378906,84.34600067138672,83.46800231933594,83.95600128173828,0.0,,,,,,,,,,
2016-11-28,83.32499694824219,84.05000305175781,82.74700164794922,83.30799865722656,0.0,,,,,,,,,,
2016-11-29,83.31800079345703,84.22899627685547,83.322998046875,83.33200073242188,0.0,,,,,,,,,,
2016-11-30,83.72899627685547,84.89900207519531,83.47000122070312,83.75399780273438,0.0,,,,,,,,,,
2016-12-01,85.4219970703125,85.89900207519531,85.03299713134766,85.40599822998047,0.0,,,,,,,,,,
2016-12-02,85.59300231933594,85.80400085449219,85.3479995727539,85.58399963378906,0.0,,,,,,,,,,
2016-12-05,85.19999694824219,86.44999694824219,84.9800033569336,85.1719970703125,0.0,,,,,,,,,,
2016-12-06,85.75900268554688,86.0999984741211,85.53399658203125,85.77999877929688,0.0,,,,,,,,,,
2016-12-07,85.9000015258789,86.10099792480469,85.64700317382812,85.9219970703125,0.0,,,,,,,,,,
2016-12-08,85.9739990234375,86.4739990234375,85.66899871826172,86.02400207519531,0.0,,,,,,,,,,
2016-12-09,86.43900299072266,87.45999908447266,86.39099884033203,86.41400146484375,0.0,,,,,,,,,,
2016-12-12,87.9010009765625,88.44000244140625,87.74700164794922,87.89299774169922,0.0,,,,,,,,,,
2016-12-13,87.60299682617188,87.9749984741211,87.49099731445312,87.58999633789062,0.0,,,,,,,,,,
2016-12-14,87.71199798583984,87.89099884033203,87.57599639892578,87.69499969482422,0.0,,,,,,,,,,
2016-12-15,88.22100067138672,88.90299987792969,88.09500122070312,88.2249984741211,0.0,,,,,,,,,,
2016-12-16,88.68199920654297,88.77200317382812,88.26000213623047,88.68000030517578,0.0,,,,,,,,,,
2016-12-19,88.29299926757812,88.30500030517578,87.2490005493164,88.30400085449219,0.0,,,,,,,,,,
2016-12-20,87.31300354003906,88.22200012207031,87.27899932861328,87.32099914550781,0.0,,,,,,,,,,
2016-12-21,88.1500015258789,88.22599792480469,87.56800079345703,88.10600280761719,0.0,,,,,,,,,,
2016-12-22,87.55799865722656,87.66100311279297,86.91899871826172,87.56199645996094,0.0,,,,,,,,,,
2016-12-23,87.16000366210938,87.1780014038086,86.46299743652344,87.1780014038086,0.0,,,,,,,,,,
2016-12-26,86.75299835205078,86.80500030517578,86.44300079345703,86.74600219726562,0.0,,,,,,,,,,
2016-12-27,86.65599822998047,86.85800170898438,86.59300231933594,86.63999938964844,0.0,,,,,,,,,,
2016-12-28,86.52899932861328,86.78399658203125,86.46399688720703,86.53500366210938,0.0,,,,,,,,,,
