,Close,High,Low,Open,Volume,"('Close', 'USDTRY=X')","('High', 'USDTRY=X')","('Low', 'USDTRY=X')","('Open', 'USDTRY=X')","('Volume', 'USDTRY=X')","('Close', 'USDTRY=X')","('High', 'USDTRY=X')","('Low', 'USDTRY=X')","('Open', 'USDTRY=X')","('Volume', 'USDTRY=X')"
2016-03-16,2.8968698978424072,2.9291799068450928,2.8949999809265137,2.8963499069213867,0.0,,,,,,,,,,
2016-03-17,2.8691399097442627,2.872349977493286,2.843519926071167,2.8690900802612305,0.0,,,,,,,,,,
2016-03-18,2.842269897460937,2.866139888763428,2.838500022888184,2.844000101089477,0.0,,,,,,,,,,
2016-03-21,2.8701400756835938,2.8780200481414795,2.855870008468628,2.8703200817108154,0.0,,,,,,,,,,
2016-03-22,2.8630800247192383,2.881649971008301,2.8564999103546143,2.8632700443267822,0.0,,,,,,,,,,
2016-03-23,2.8677499294281006,2.87940001487732,2.8640999794006348,2.867140054702759,0.0,,,,,,,,,,
2016-03-24,2.875459909439087,2.888700008392334,2.874500036239624,2.87650990486145,0.0,,,,,,,,,,
2016-03-25,2.8754799365997314,2.8816399574279785,2.86968994140625,2.8754799365997314,0.0,,,,,,,,,,
2016-03-28,2.874269962310791,2.878730058670044,2.8651199340820312,2.874500036239624,0.0,,,,,,,,,,
2016-03-29,2.868340015411377,2.8754799365997314,2.8591699600219727,2.868299961090088,0.0,,,,,,,,,,
2016-03-30,2.8404200077056885,2.8464999198913574,2.82519006729126,2.840460062026977,0.0,,,,,,,,,,
2016-03-31,2.833009958267212,2.840019941329956,2.81469988822937,2.8333499431610107,0.0,,,,,,,,,,
2016-04-01,2.81690001487732,2.8355700969696045,2.815200090408325,2.8168399333953857,0.0,,,,,,,,,,
2016-04-04,2.822999954223633,2.82627010345459,2.805540084838867,2.8232100009918213,0.0,,,,,,,,,,
2016-04-05,2.811239957809448,2.83516001701355,2.8097000122070312,2.8101699352264404,0.0,,,,,,,,,,
2016-04-06,2.829890012741089,2.857450008392334,2.8252899646759038,2.830039978027344,0.0,,,,,,,,,,
2016-04-07,2.839060068130493,2.861769914627075,2.8269200325012207,2.83926010131836,0.0,,,,,,,,,,
2016-04-08,2.863800048828125,2.870690107345581,2.8451199531555176,2.86395001411438,0.0,,,,,,,,,,
2016-04-11,2.84962010383606,2.8521299362182617,2.82027006149292,2.846820116043091,0.0,,,,,,,,,,
2016-04-12,2.82778000831604,2.8470399379730225,2.82138991355896,2.8281500339508057,0.0,,,,,,,,,,
2016-04-13,2.832900047302246,2.857379913330078,2.8304998874664307,2.8336899280548096,0.0,,,,,,,,,,
2016-04-14,2.8441998958587646,2.867769956588745,2.844000101089477,2.844000101089477,0.0,,,,,,,,,,
2016-04-15,2.849849939346313,2.861609935760498,2.847599983215332,2.848900079727173,0.0,,,,,,,,,,
2016-04-18,2.852499961853028,2.865269899368286,2.838619947433472,2.8525500297546387,0.0,,,,,,,,,,
2016-04-19,2.838119983673096,2.841399908065796,2.8248300552368164,2.838239908218384,0.0,,,,,,,,,,
2016-04-20,2.8299999237060547,2.838239908218384,2.807379961013794,2.830080032348633,0.0,,,,,,,,,,
2016-04-21,2.81043004989624,2.8311901092529297,2.8106698989868164,2.8106698989868164,0.0,,,,,,,,,,
2016-04-22,2.8310999870300293,2.8452699184417725,2.822999954223633,2.831049919128418,0.0,,,,,,,,,,
2016-04-25,2.8454298973083496,2.8520700931549072,2.8405001163482666,2.845639944076538,0.0,,,,,,,,,,
2016-04-26,2.843219995498657,2.848520040512085,2.8183600902557373,2.843300104141236,0.0,,,,,,,,,,
2016-04-27,2.8194799423217773,2.835710048675537,2.815999984741211,2.8194799423217773,0.0,,,,,,,,,,
2016-04-28,2.8171699047088623,2.833859920501709,2.809570074081421,2.817199945449829,0.0,,,,,,,,,,
2016-04-29,2.811110019683838,2.812999963760376,2.7904999256134038,2.8110499382019043,0.0,,,,,,,,,,
2016-05-02,2.792409896850586,2.805720090866089,2.7890000343322754,2.792279958724976,0.0,,,,,,,,,,
2016-05-03,2.803499937057495,2.8500399589538574,2.7920000553131104,2.803499937057495,0.0,,,,,,,,,,
2016-05-04,2.844949960708618,2.8927600383758545,2.843100070953369,2.845060110092163,0.0,,,,,,,,,,
2016-05-05,2.954349994659424,2.9547998905181885,2.8968400955200195,2.954349994659424,0.0,,,,,,,,,,
2016-05-06,2.928070068359375,2.9421401023864746,2.911020040512085,2.928319931030273,0.0,,,,,,,,,,
2016-05-09,2.9231998920440674,2.947190046310425,2.9130399227142334,2.923330068588257,0.0,,,,,,,,,,
2016-05-10,2.941849946975708,2.948390007019043,2.932420015335083,2.9416799545288086,0.0,,,,,,,,,,
2016-05-11,2.9491000175476074,2.974430084228516,2.943320035934448,2.9491000175476074,0.0,,,,,,,,,,
2016-05-12,2.9519500732421875,2.961699962615967,2.9409499168396,2.951989889144897,0.0,,,,,,,,,,
2016-05-13,2.961610078811645,2.9736099243164062,2.954900026321411,2.9615299701690674,0.0,,,,,,,,,,
2016-05-16,2.9714300632476807,2.986720085144043,2.9627699851989746,2.9715700149536133,0.0,,,,,,,,,,
2016-05-17,2.973900079727173,2.976300001144409,2.9590001106262207,2.9738800525665283,0.0,,,,,,,,,,
2016-05-18,2.967400074005127,2.9855198860168457,2.965679883956909,2.9681100845336914,0.0,,,,,,,,,,
2016-05-19,2.986330032348633,2.9997100830078125,2.9820001125335693,2.986340045928955,0.0,,,,,,,,,,
2016-05-20,2.988110065460205,2.9905500411987305,2.970499992370605,2.986799955368042,0.0,,,,,,,,,,
2016-05-23,2.9744999408721924,2.9952800273895264,2.972860097885132,2.974570035934448,0.0,,,,,,,,,,
2016-05-24,2.995270013809204,3.010890007019043,2.941920042037964,2.995419979095459,0.0,,,,,,,,,,
2016-05-25,2.948319911956787,2.9523699283599854,2.931999921798706,2.948169946670532,0.0,,,,,,,,,,
2016-05-26,2.939120054244995,2.945470094680786,2.9255900382995605,2.9381699562072754,0.0,,,,,,,,,,
2016-05-27,2.937649965286255,2.9557700157165527,2.935499906539917,2.9376699924468994,0.0,,,,,,,,,,
2016-05-30,2.959249973297119,2.968169927597046,2.949700117111206,2.9593400955200195,0.0,,,,,,,,,,
2016-05-31,2.9532699584960938,2.9576001167297363,2.94350004196167,2.953330039978028,0.0,,,,,,,,,,
2016-06-01,2.946700096130371,2.95524001121521,2.939739942550659,2.946969985961914,0.0,,,,,,,,,,
2016-06-02,2.942460060119629,2.952379941940308,2.933559894561768,2.942460060119629,0.0,,,,,,,,,,
2016-06-03,2.9481799602508545,2.9522199630737305,2.904860019683838,2.948199987411499,0.0,,,,,,,,,,
2016-06-06,2.906909942626953,2.914370059967041,2.9033000469207764,2.9070401191711426,0.0,,,,,,,,,,
2016-06-07,2.905319929122925,2.9098598957061768,2.8919100761413574,2.905090093612671,0.0,,,,,,,,,,
2016-06-08,2.8961598873138428,2.900049924850464,2.879580020904541,2.89667010307312,0.0,,,,,,,,,,
2016-06-09,2.891279935836792,2.899869918823242,2.8871500492095947,2.891429901123047,0.0,,,,,,,,,,
2016-06-10,2.894629955291748,2.9218599796295166,2.8944499492645264,2.8947300910949707,0.0,,,,,,,,,,
2016-06-13,2.929409980773926,2.9320499897003174,2.907500028610229,2.929409980773926,0.0,,,,,,,,,,
2016-06-14,2.9219799041748047,2.939919948577881,2.917870044708252,2.922379970550537,0.0,,,,,,,,,,
2016-06-15,2.9344799518585205,2.937230110168457,2.9233200550079346,2.934809923171997,0.0,,,,,,,,,,
2016-06-16,2.9228100776672363,2.9558401107788086,2.921099901199341,2.921099901199341,0.0,,,,,,,,,,
2016-06-17,2.9296200275421143,2.934619903564453,2.923500061035156,2.9289700984954834,0.0,,,,,,,,,,
2016-06-20,2.91129994392395,2.927500009536743,2.895760059356689,2.9120800495147705,0.0,,,,,,,,,,
2016-06-21,2.901319980621338,2.9115099906921387,2.8919999599456787,2.900739908218384,0.0,,,,,,,,,,
2016-06-22,2.9114999771118164,2.915869951248169,2.894239902496338,2.911870002746582,0.0,,,,,,,,,,
2016-06-23,2.8893001079559326,2.8934099674224854,2.8576900959014893,2.888989925384521,0.0,,,,,,,,,,
2016-06-24,2.86417007446289,2.998070001602173,2.861000061035156,2.8641600608825684,0.0,,,,,,,,,,
2016-06-27,2.9411299228668213,2.9517500400543213,2.92618989944458,2.940850019454956,0.0,,,,,,,,,,
2016-06-28,2.9364500045776367,2.9382998943328857,2.893320083618164,2.936530113220215,0.0,,,,,,,,,,
2016-06-29,2.9061100482940674,2.9074900150299072,2.888360023498535,2.905280113220215,0.0,,,,,,,,,,
2016-06-30,2.887860059738159,2.9031898975372314,2.8747599124908447,2.88919997215271,0.0,,,,,,,,,,
2016-07-01,2.881779909133911,2.901089906692505,2.876499891281128,2.881489992141724,0.0,,,,,,,,,,
2016-07-04,2.901520013809204,2.908220052719116,2.884000062942505,2.9011900424957275,0.0,,,,,,,,,,
2016-07-05,2.90487003326416,2.9317901134490967,2.904910087585449,2.9052000045776367,0.0,,,,,,,,,,
2016-07-06,2.924870014190674,2.955049991607666,2.924989938735962,2.9250199794769287,0.0,,,,,,,,,,
2016-07-07,2.9371800422668457,2.941230058670044,2.9240400791168213,2.937050104141236,0.0,,,,,,,,,,
2016-07-08,2.932919979095459,2.9374899864196777,2.89739990234375,2.933769941329956,0.0,,,,,,,,,,
2016-07-11,2.891619920730591,2.905669927597046,2.888390064239502,2.8923099040985107,0.0,,,,,,,,,,
2016-07-12,2.903409957885742,2.9045000076293945,2.883820056915283,2.903409957885742,0.0,,,,,,,,,,
2016-07-13,2.8868799209594727,2.906869888305664,2.886810064315796,2.886929988861084,0.0,,,,,,,,,,
2016-07-14,2.898900032043457,2.9007999897003174,2.8781800270080566,2.8989200592041016,0.0,,,,,,,,,,
2016-07-15,2.8837599754333496,2.894429922103882,2.8784000873565674,2.883960008621216,0.0,,,,,,,,,,
2016-07-18,2.9662599563598637,2.986550092697144,2.926510095596313,2.966409921646118,0.0,,,,,,,,,,
2016-07-19,2.9803099632263184,3.0492100715637207,2.9698400497436523,2.9803099632263184,0.0,,,,,,,,,,
2016-07-20,3.0438899993896484,3.081510066986084,3.012860059738159,3.0440800189971924,0.0,,,,,,,,,,
2016-07-21,3.0819098949432373,3.08870005607605,3.055069923400879,3.0819098949432373,0.0,,,,,,,,,,
2016-07-22,3.064169883728028,3.0792601108551025,3.040800094604492,3.064169883728028,0.0,,,,,,,,,,
2016-07-25,3.0570499897003174,3.0613999366760254,3.023010015487671,3.0570499897003174,0.0,,,,,,,,,,
2016-07-26,3.0352399349212646,3.051959991455078,3.018199920654297,3.03565001487732,0.0,,,,,,,,,,
2016-07-27,3.040060043334961,3.0469000339508057,3.0239999294281006,3.040060043334961,0.0,,,,,,,,,,
2016-07-28,3.013730049133301,3.024110078811645,3.0086100101470947,3.014039993286133,0.0,,,,,,,,,,
2016-07-29,3.0103600025177,3.02322006225586,2.987169981002808,3.010649919509888,0.0,,,,,,,,,,
2016-08-01,2.9863901138305664,2.997390031814575,2.971299886703491,2.986409902572632,0.0,,,,,,,,,,
2016-08-02,2.9887499809265137,3.002609968185425,2.9826700687408447,2.9888598918914795,0.0,,,,,,,,,,
2016-08-03,2.9913198947906494,3.0204100608825684,2.991329908370972,2.9916999340057373,0.0,,,,,,,,,,
2016-08-04,3.012120008468628,3.0267701148986816,3.0094199180603027,3.012209892272949,0.0,,,,,,,,,,
2016-08-05,3.009660005569458,3.0185999870300293,2.996999979019165,3.009660005569458,0.0,,,,,,,,,,
2016-08-08,2.995429992675781,2.996059894561768,2.9791200160980225,2.9953598976135254,0.0,,,,,,,,,,
2016-08-09,2.980449914932251,2.986569881439209,2.9659199714660645,2.9795000553131104,0.0,,,,,,,,,,
2016-08-10,2.9680299758911133,2.9699900150299072,2.9468700885772705,2.9680299758911133,0.0,,,,,,,,,,
2016-08-11,2.9553699493408203,2.969919919967652,2.951770067214966,2.9553699493408203,0.0,,,,,,,,,,
2016-08-12,2.9595000743865967,2.9634599685668945,2.943000078201294,2.9600000381469727,0.0,,,,,,,,,,
2016-08-15,2.959700107574463,2.960599899291992,2.938199996948242,2.9598000049591064,0.0,,,,,,,,,,
2016-08-16,2.941659927368164,2.942929983139038,2.9154999256134038,2.9412899017333984,0.0,,,,,,,,,,
2016-08-17,2.927500009536743,2.939749956130981,2.924499988555908,2.927710056304932,0.0,,,,,,,,,,
2016-08-18,2.9177000522613525,2.934410095214844,2.9133999347686768,2.9184999465942383,0.0,,,,,,,,,,
2016-08-19,2.9267001152038574,2.944080114364624,2.925100088119507,2.927000045776367,0.0,,,,,,,,,,
2016-08-22,2.9321000576019287,2.950779914855957,2.933500051498413,2.9343600273132324,0.0,,,,,,,,,,
2016-08-23,2.9402201175689697,2.9455699920654297,2.928800106048584,2.9402201175689697,0.0,,,,,,,,,,
2016-08-24,2.9488000869750977,2.968250036239624,2.945640087127685,2.9491000175476074,0.0,,,,,,,,,,
2016-08-25,2.950700044631958,2.9514598846435547,2.934999942779541,2.9507999420166016,0.0,,,,,,,,,,
2016-08-26,2.933340072631836,2.9460699558258057,2.926219940185547,2.9336600303649902,0.0,,,,,,,,,,
2016-08-29,2.9534599781036377,2.960360050201416,2.9482998847961426,2.953900098800659,0.0,,,,,,,,,,
2016-08-30,2.9507501125335693,2.9667599201202397,2.950550079345703,2.9506499767303467,0.0,,,,,,,,,,
2016-08-31,2.9632999897003174,2.965970039367676,2.952699899673462,2.963200092315674,0.0,,,,,,,,,,
2016-09-01,2.9570701122283936,2.970319986343384,2.9521000385284424,2.956700086593628,0.0,,,,,,,,,,
2016-09-02,2.9610300064086914,2.9660398960113525,2.9430599212646484,2.9612998962402344,0.0,,,,,,,,,,
2016-09-05,2.9502999782562256,2.950700044631958,2.942199945449829,2.950400114059448,0.0,,,,,,,,,,
2016-09-06,2.945499897003174,2.9471700191497803,2.9261999130249023,2.945499897003174,0.0,,,,,,,,,,
2016-09-07,2.9219000339508057,2.937860012054444,2.9207000732421875,2.9219400882720947,0.0,,,,,,,,,,
2016-09-08,2.933799982070923,2.95386004447937,2.9300999641418457,2.933059930801392,0.0,,,,,,,,,,
2016-09-09,2.9530999660491943,2.976239919662476,2.950999975204468,2.952800035476685,0.0,,,,,,,,,,
2016-09-12,2.968300104141236,2.9930200576782227,2.9681999683380127,2.9684998989105225,0.0,,,,,,,,,,
2016-09-13,2.969500064849853,2.986419916152954,2.9672999382019043,2.970000028610229,0.0,,,,,,,,,,
2016-09-14,2.9815499782562256,2.9870100021362305,2.972670078277588,2.983099937438965,0.0,,,,,,,,,,
2016-09-15,2.979300022125244,2.9878599643707275,2.9679999351501465,2.9786200523376465,0.0,,,,,,,,,,
2016-09-16,2.9661099910736084,2.985059976577759,2.964859962463379,2.9661099910736084,0.0,,,,,,,,,,
2016-09-19,2.977799892425537,2.9798500537872314,2.970900058746338,2.977799892425537,0.0,,,,,,,,,,
2016-09-20,2.975399971008301,2.9791200160980225,2.971220016479492,2.9755001068115234,0.0,,,,,,,,,,
2016-09-21,2.9763600826263428,2.987610101699829,2.972369909286499,2.976300001144409,0.0,,,,,,,,,,
2016-09-22,2.9540998935699463,2.955940008163452,2.9379000663757324,2.9540998935699463,0.0,,,,,,,,,,
2016-09-23,2.941819906234741,2.956130027770996,2.9412600994110107,2.941770076751709,0.0,,,,,,,,,,
2016-09-26,2.9883999824523926,2.9978299140930176,2.9746899604797363,2.9882500171661377,0.0,,,,,,,,,,
2016-09-27,2.980259895324707,2.9847400188446045,2.9660000801086426,2.979779958724976,0.0,,,,,,,,,,
2016-09-28,2.9732298851013184,2.988670110702514,2.9727001190185547,2.9735701084136963,0.0,,,,,,,,,,
2016-09-29,2.9779999256134038,3.0091700553894043,2.9772000312805176,2.9779999256134038,0.0,,,,,,,,,,
2016-09-30,2.997080087661743,3.010629892349243,2.9953999519348145,2.99714994430542,0.0,,,,,,,,,,
2016-10-03,3.001569986343384,3.0267999172210693,2.9989800453186035,3.0016300678253174,0.0,,,,,,,,,,
2016-10-04,3.019599914550781,3.058300018310547,3.0190999507904053,3.0195200443267822,0.0,,,,,,,,,,
2016-10-05,3.058069944381714,3.065500020980835,3.048919916152954,3.058069944381714,0.0,,,,,,,,,,
2016-10-06,3.0516200065612797,3.059459924697876,3.0467000007629395,3.0522000789642334,0.0,,,,,,,,,,
2016-10-07,3.0421900749206543,3.063230037689209,3.0343000888824463,3.040580034255981,0.0,,,,,,,,,,
2016-10-10,3.0494000911712646,3.077620029449463,3.0439999103546143,3.049299955368042,0.0,,,,,,,,,,
2016-10-11,3.069380044937134,3.088419914245605,3.066999912261963,3.0692899227142334,0.0,,,,,,,,,,
2016-10-12,3.081290006637573,3.096869945526123,3.0706000328063965,3.082099914550781,0.0,,,,,,,,,,
2016-10-13,3.085400104522705,3.112420082092285,3.080300092697144,3.0829999446868896,0.0,,,,,,,,,,
2016-10-14,3.081929922103882,3.098700046539306,3.069099903106689,3.081899881362915,0.0,,,,,,,,,,
2016-10-17,3.092099905014038,3.11080002784729,3.0890300273895264,3.091619968414306,0.0,,,,,,,,,,
2016-10-18,3.0952999591827397,3.1119000911712646,3.0882599353790283,3.0950300693511963,0.0,,,,,,,,,,
2016-10-19,3.094500064849853,3.097170114517212,3.065920114517212,3.0947399139404297,0.0,,,,,,,,,,
2016-10-20,3.059499979019165,3.075469970703125,3.051800012588501,3.057699918746948,0.0,,,,,,,,,,
2016-10-21,3.0597000122070312,3.088939905166626,3.057770013809204,3.057869911193848,0.0,,,,,,,,,,
2016-10-24,3.079969882965088,3.0843000411987305,3.06850004196167,3.0804998874664307,0.0,,,,,,,,,,
2016-10-25,3.081779956817627,3.0904700756073,3.069999933242798,3.0813000202178955,0.0,,,,,,,,,,
2016-10-26,3.070199966430664,3.08951997756958,3.069499969482422,3.070199966430664,0.0,,,,,,,,,,
2016-10-27,3.080300092697144,3.11122989654541,3.080300092697144,3.080399990081787,0.0,,,,,,,,,,
2016-10-28,3.111299991607666,3.126879930496216,3.1050000190734863,3.111219882965088,0.0,,,,,,,,,,
2016-10-31,3.1063098907470703,3.1154301166534424,3.095499992370605,3.106339931488037,0.0,,,,,,,,,,
2016-11-01,3.0935800075531006,3.1173300743103027,3.0899999141693115,3.095599889755249,0.0,,,,,,,,,,
2016-11-02,3.113300085067749,3.123460054397583,3.1084001064300537,3.114190101623535,0.0,,,,,,,,,,
2016-11-03,3.113120079040528,3.1233599185943604,3.1050000190734863,3.1132099628448486,0.0,,,,,,,,,,
2016-11-04,3.1150999069213867,3.17290997505188,3.112950086593628,3.114569902420044,0.0,,,,,,,,,,
2016-11-07,3.1507599353790283,3.1792800426483154,3.144700050354004,3.1507198810577397,0.0,,,,,,,,,,
2016-11-08,3.16759991645813,3.1850500106811523,3.164299964904785,3.166800022125244,0.0,,,,,,,,,,
2016-11-09,3.162400007247925,3.277669906616211,3.1567599773406982,3.161520004272461,0.0,,,,,,,,,,
2016-11-10,3.2091000080108643,3.262320041656494,3.194499969482422,3.2091000080108643,0.0,,,,,,,,,,
2016-11-11,3.2476999759674072,3.278860092163086,3.2395999431610107,3.247999906539917,0.0,,,,,,,,,,
2016-11-14,3.2357699871063232,3.2976999282836914,3.2353200912475586,3.243299961090088,0.0,,,,,,,,,,
2016-11-15,3.289599895477295,3.2920401096343994,3.2648000717163086,3.2867300510406494,0.0,,,,,,,,,,
2016-11-16,3.2867000102996826,3.3252100944519043,3.285099983215332,3.2875399589538574,0.0,,,,,,,,,,
2016-11-17,3.31892991065979,3.3524599075317383,3.307300090789795,3.318969964981079,0.0,,,,,,,,,,
2016-11-18,3.3750600814819336,3.408090114593506,3.356379985809326,3.374969959259033,0.0,,,,,,,,,,
2016-11-21,3.3758699893951416,3.3921899795532227,3.351749897003174,3.375770092010498,0.0,,,,,,,,,,
2016-11-22,3.3568599224090576,3.393359899520874,3.3517000675201416,3.3566999435424805,0.0,,,,,,,,,,
2016-11-23,3.379470109939575,3.4151899814605717,3.368799924850464,3.3824000358581543,0.0,,,,,,,,,,
2016-11-24,3.396199941635132,3.448820114135742,3.369999885559082,3.396199941635132,0.0,,,,,,,,,,
2016-11-25,3.46399998664856,3.475300073623657,3.43560004234314,3.46331000328064,0.0,,,,,,,,,,
2016-11-28,3.446799993515014,3.4518001079559326,3.4072999954223637,3.446830034255981,0.0,,,,,,,,,,
2016-11-29,3.410799980163574,3.433500051498413,3.4096601009368896,3.4107000827789307,0.0,,,,,,,,,,
2016-11-30,3.40939998626709,3.438620090484619,3.4049999713897705,3.40910005569458,0.0,,,,,,,,,,
2016-12-01,3.435260057449341,3.5053300857543945,3.428260087966919,3.4355499744415283,0.0,,,,,,,,,,
2016-12-02,3.497339963912964,3.581089973449707,3.483720064163208,3.4975099563598637,0.0,,,,,,,,,,
2016-12-05,3.5423500537872314,3.5593600273132324,3.5199999809265137,3.542589902877808,0.0,,,,,,,,,,
2016-12-06,3.518610000610352,3.537300109863281,3.431859970092773,3.5227999687194824,0.0,,,,,,,,,,
2016-12-07,3.446579933166504,3.4578399658203125,3.386199951171875,3.442009925842285,0.0,,,,,,,,,,
2016-12-08,3.3886001110076904,3.4939699172973637,3.340660095214844,3.3886001110076904,0.0,,,,,,,,,,
2016-12-09,3.4502999782562256,3.4900600910186768,3.4247701168060303,3.4502899646759038,0.0,,,,,,,,,,
2016-12-12,3.5111000537872314,3.547630071640014,3.4756999015808105,3.510780096054077,0.0,,,,,,,,,,
2016-12-13,3.468329906463623,3.5016300678253174,3.4549999237060547,3.468400001525879,0.0,,,,,,,,,,
2016-12-14,3.485780000686645,3.495069980621338,3.4565999507904053,3.4893999099731445,0.0,,,,,,,,,,
2016-12-15,3.531500101089477,3.5427000522613525,3.504849910736084,3.533910036087036,0.0,,,,,,,,,,
