,Close,High,Low,Open,Volume,"('Close', 'USDSEK=X')","('High', 'USDSEK=X')","('Low', 'USDSEK=X')","('Open', 'USDSEK=X')","('Volume', 'USDSEK=X')"
2016-04-04,8.128910064697266,8.14445972442627,8.107529640197754,8.12594985961914,0,,,,,
2016-04-05,8.125200271606445,8.163849830627441,8.110210418701172,8.124099731445312,0,,,,,
2016-04-06,8.12798023223877,8.17704963684082,8.12759017944336,8.13206958770752,0,,,,,
2016-04-07,8.149580001831055,8.167790412902832,8.113889694213867,8.147589683532715,0,,,,,
2016-04-08,8.159890174865723,8.177410125732422,8.128840446472168,8.16530990600586,0,,,,,
2016-04-11,8.148929595947266,8.158900260925293,8.093500137329102,8.149849891662598,0,,,,,
2016-04-12,8.109511375427246,8.116459846496582,8.032279968261719,8.108610153198242,0,,,,,
2016-04-13,8.078069686889648,8.147089958190918,8.075360298156738,8.081600189208984,0,,,,,
2016-04-14,8.14363956451416,8.182909965515137,8.113189697265625,8.140199661254883,0,,,,,
2016-04-15,8.131839752197266,8.155811309814453,8.112970352172852,8.133660316467285,0,,,,,
2016-04-18,8.13737964630127,8.147120475769043,8.11653995513916,8.139530181884766,0,,,,,
2016-04-19,8.114609718322754,8.117199897766113,8.0700101852417,8.115289688110352,0,,,,,
2016-04-20,8.082610130310059,8.105560302734375,8.040671348571777,8.080100059509277,0,,,,,
2016-04-21,8.121649742126465,8.136249542236328,8.058329582214355,8.123129844665527,0,,,,,
2016-04-22,8.140740394592285,8.153900146484375,8.088930130004883,8.141039848327637,0,,,,,
2016-04-25,8.151200294494629,8.16137981414795,8.120759963989258,8.151301383972168,0,,,,,
2016-04-26,8.13860034942627,8.146260261535645,8.073450088500977,8.137029647827148,0,,,,,
2016-04-27,8.120429992675781,8.128049850463867,8.080300331115723,8.120051383972168,0,,,,,
2016-04-28,8.080820083618164,8.101200103759766,8.033989906311035,8.082269668579102,0,,,,,
2016-04-29,8.06544017791748,8.06637954711914,7.9886698722839355,8.06637954711914,0,,,,,
2016-05-02,8.021550178527832,8.028980255126953,7.973169803619385,8.022660255432129,0,,,,,
2016-05-03,7.962440013885498,8.025639533996582,7.894519805908203,7.9658098220825195,0,,,,,
2016-05-04,8.045550346374512,8.080129623413086,8.031869888305664,8.048529624938965,0,,,,,
2016-05-05,8.060790061950684,8.116189956665039,8.056070327758789,8.063590049743652,0,,,,,
2016-05-06,8.099040031433105,8.145119667053223,8.080260276794434,8.103619575500488,0,,,,,
2016-05-09,8.147489547729492,8.1602201461792,8.121529579162598,8.146929740905762,0,,,,,
2016-05-10,8.160771369934082,8.168000221252441,8.13685131072998,8.162050247192383,0,,,,,
2016-05-11,8.152770042419434,8.157919883728027,8.121170043945312,8.156840324401855,0,,,,,
2016-05-12,8.128190040588379,8.188610076904297,8.124650001525879,8.130979537963867,0,,,,,
2016-05-13,8.183429718017578,8.270230293273926,8.174779891967773,8.184860229492188,0,,,,,
2016-05-16,8.23917007446289,8.25156021118164,8.223010063171387,8.23777961730957,0,,,,,
2016-05-17,8.266441345214844,8.271459579467773,8.225099563598633,8.26576042175293,0,,,,,
2016-05-18,8.255241394042969,8.302301406860352,8.252381324768066,8.25574016571045,0,,,,,
2016-05-19,8.34646987915039,8.381311416625977,8.329190254211426,8.347180366516113,0,,,,,
2016-05-20,8.350959777832031,8.35342025756836,8.318929672241211,8.352700233459473,0,,,,,
2016-05-23,8.318140029907227,8.363880157470703,8.299030303955078,8.318120002746582,0,,,,,
2016-05-24,8.34634017944336,8.371600151062012,8.305319786071777,8.345451354980469,0,,,,,
2016-05-25,8.314780235290527,8.318530082702637,8.285269737243652,8.314390182495117,0,,,,,
2016-05-26,8.293299674987793,8.316579818725586,8.261839866638184,8.298540115356445,0,,,,,
2016-05-27,8.279370307922363,8.33782958984375,8.269829750061035,8.278739929199219,0,,,,,
2016-05-30,8.349849700927734,8.363249778747559,8.316140174865723,8.350250244140625,0,,,,,
2016-05-31,8.321459770202637,8.354459762573242,8.306150436401367,8.32448959350586,0,,,,,
2016-06-01,8.32211971282959,8.341911315917969,8.289299964904785,8.330140113830566,0,,,,,
2016-06-02,8.296460151672363,8.339699745178223,8.278280258178711,8.294690132141113,0,,,,,
2016-06-03,8.325249671936035,8.330300331115723,8.152810096740723,8.321000099182129,0,,,,,
2016-06-06,8.153429985046387,8.170981407165527,8.114660263061523,8.150750160217285,0,,,,,
2016-06-07,8.12378978729248,8.14492130279541,8.10673999786377,8.122050285339355,0,,,,,
2016-06-08,8.120100021362305,8.128829956054688,8.092659950256348,8.121330261230469,0,,,,,
2016-06-09,8.101090431213379,8.177470207214355,8.093119621276855,8.101300239562988,0,,,,,
2016-06-10,8.181429862976074,8.279109954833984,8.18280029296875,8.184009552001953,0,,,,,
2016-06-13,8.310810089111328,8.318249702453613,8.230271339416504,8.310660362243652,0,,,,,
2016-06-14,8.24608039855957,8.316749572753906,8.235440254211426,8.248649597167969,0,,,,,
2016-06-15,8.310540199279785,8.350350379943848,8.293869972229004,8.3093900680542,0,,,,,
2016-06-16,8.301650047302246,8.439539909362793,8.274889945983887,8.304730415344238,0,,,,,
2016-06-17,8.319649696350098,8.351670265197754,8.301549911499023,8.309849739074707,0,,,,,
2016-06-20,8.255249977111816,8.259909629821777,8.219409942626953,8.252031326293945,0,,,,,
2016-06-21,8.22793960571289,8.283809661865234,8.209489822387695,8.227749824523926,0,,,,,
2016-06-22,8.26846981048584,8.28754997253418,8.233909606933594,8.2708101272583,0,,,,,
2016-06-23,8.214119911193848,8.245329856872559,8.142410278320312,8.225810050964355,0,,,,,
2016-06-24,8.19672966003418,8.738579750061035,8.192910194396973,8.220179557800293,0,,,,,
2016-06-27,8.530599594116211,8.580320358276367,8.461119651794434,8.532659530639648,0,,,,,
2016-06-28,8.556229591369629,8.560429573059082,8.48285961151123,8.543009757995605,0,,,,,
2016-06-29,8.491950035095215,8.536479949951172,8.463319778442383,8.492520332336426,0,,,,,
2016-06-30,8.450559616088867,8.515410423278809,8.44143009185791,8.453100204467773,0,,,,,
2016-07-01,8.450249671936035,8.48624038696289,8.409330368041992,8.452110290527344,0,,,,,
2016-07-04,8.440930366516113,8.469059944152832,8.424229621887207,8.4406099319458,0,,,,,
2016-07-05,8.419819831848145,8.530940055847168,8.412210464477539,8.423850059509277,0,,,,,
2016-07-06,8.531510353088379,8.585320472717285,8.50529956817627,8.530599594116211,0,,,,,
2016-07-07,8.519590377807617,8.588430404663086,8.518950462341309,8.520039558410645,0,,,,,
2016-07-08,8.570650100708008,8.61596965789795,8.545450210571289,8.571160316467285,0,,,,,
2016-07-11,8.589509963989258,8.602540016174316,8.555459976196289,8.589679718017578,0,,,,,
2016-07-12,8.567489624023438,8.582610130310059,8.498800277709961,8.579010009765625,0,,,,,
2016-07-13,8.539170265197754,8.572279930114746,8.473529815673828,8.539899826049805,0,,,,,
2016-07-14,8.491999626159668,8.50352954864502,8.458169937133789,8.491410255432129,0,,,,,
2016-07-15,8.507869720458984,8.548379898071289,8.47527027130127,8.511039733886719,0,,,,,
2016-07-18,8.572039604187012,8.572429656982422,8.542759895324707,8.56781005859375,0,,,,,
2016-07-19,8.546070098876953,8.621330261230469,8.546050071716309,8.546050071716309,0,,,,,
2016-07-20,8.610420227050781,8.63733959197998,8.588569641113281,8.6173095703125,0,,,,,
2016-07-21,8.585229873657227,8.625980377197266,8.568550109863281,8.586759567260742,0,,,,,
2016-07-22,8.580750465393066,8.675939559936523,8.578189849853516,8.58920955657959,0,,,,,
2016-07-25,8.658169746398926,8.670260429382324,8.638999938964844,8.658880233764648,0,,,,,
2016-07-26,8.636750221252441,8.658309936523438,8.613459587097168,8.644339561462402,0,,,,,
2016-07-27,8.649189949035645,8.68317985534668,8.642250061035156,8.65552043914795,0,,,,,
2016-07-28,8.618109703063965,8.646590232849121,8.572529792785645,8.615400314331055,0,,,,,
2016-07-29,8.631400108337402,8.64426040649414,8.528229713439941,8.630760192871094,0,,,,,
2016-08-01,8.561470031738281,8.597789764404297,8.544360160827637,8.561619758605957,0,,,,,
2016-08-02,8.590660095214844,8.592530250549316,8.498889923095703,8.587389945983887,0,,,,,
2016-08-03,8.505680084228516,8.542169570922852,8.489270210266113,8.5075101852417,0,,,,,
2016-08-04,8.54358959197998,8.567009925842285,8.504770278930664,8.544540405273438,0,,,,,
2016-08-05,8.515299797058105,8.583270072937012,8.502619743347168,8.50275993347168,0,,,,,
2016-08-08,8.56488037109375,8.6003999710083,8.549500465393066,8.567399978637695,0,,,,,
2016-08-09,8.58098030090332,8.592510223388672,8.520009994506836,8.579890251159668,0,,,,,
2016-08-10,8.532930374145508,8.530030250549316,8.452230453491211,8.529609680175781,0,,,,,
2016-08-11,8.45265007019043,8.47406005859375,8.416879653930664,8.452770233154297,0,,,,,
2016-08-12,8.47323989868164,8.478409767150879,8.403860092163086,8.473360061645508,0,,,,,
2016-08-15,8.45199966430664,8.47842025756836,8.436200141906738,8.45320987701416,0,,,,,
2016-08-16,8.457329750061035,8.461210250854492,8.346209526062012,8.454560279846191,0,,,,,
2016-08-17,8.412150382995605,8.43986988067627,8.40310001373291,8.411749839782715,0,,,,,
2016-08-18,8.407699584960938,8.413439750671387,8.350600242614746,8.412059783935547,0,,,,,
2016-08-19,8.34529972076416,8.401610374450684,8.345499992370605,8.350000381469727,0,,,,,
2016-08-22,8.40565013885498,8.426030158996582,8.362600326538086,8.400400161743164,0,,,,,
2016-08-23,8.370789527893066,8.377599716186523,8.336600303649902,8.37732982635498,0,,,,,
2016-08-24,8.377079963684082,8.419289588928223,8.359299659729004,8.37969970703125,0,,,,,
2016-08-25,8.39780044555664,8.414400100708008,8.379839897155762,8.396769523620605,0,,,,,
2016-08-26,8.399200439453125,8.44696044921875,8.36460018157959,8.403149604797363,0,,,,,
2016-08-29,8.486330032348633,8.503999710083008,8.472999572753906,8.488470077514648,0,,,,,
2016-08-30,8.459699630737305,8.561880111694336,8.459890365600586,8.460100173950195,0,,,,,
2016-08-31,8.531590461730957,8.581500053405762,8.514470100402832,8.531590461730957,0,,,,,
2016-09-01,8.558899879455566,8.61365032196045,8.54520034790039,8.560110092163086,0,,,,,
2016-09-02,8.549300193786621,8.603870391845703,8.517210006713867,8.549739837646484,0,,,,,
2016-09-05,8.577300071716309,8.57787036895752,8.545519828796387,8.57787036895752,0,,,,,
2016-09-06,8.557490348815918,8.565460205078125,8.457420349121094,8.558509826660156,0,,,,,
2016-09-07,8.469650268554688,8.487520217895508,8.42885971069336,8.473429679870605,0,,,,,
2016-09-08,8.438949584960938,8.448010444641113,8.377690315246582,8.437199592590332,0,,,,,
2016-09-09,8.434109687805176,8.510820388793945,8.422530174255371,8.435999870300293,0,,,,,
2016-09-12,8.4833402633667,8.536499977111816,8.470560073852539,8.48511028289795,0,,,,,
2016-09-13,8.474769592285156,8.513480186462402,8.473099708557129,8.48019027709961,0,,,,,
2016-09-14,8.528260231018066,8.534629821777344,8.45989990234375,8.530699729919434,0,,,,,
2016-09-15,8.495369911193848,8.53141975402832,8.464509963989258,8.492899894714355,0,,,,,
2016-09-16,8.476149559020996,8.577500343322754,8.473520278930664,8.479180335998535,0,,,,,
2016-09-19,8.56587028503418,8.57468032836914,8.535200119018555,8.565279960632324,0,,,,,
2016-09-20,8.560620307922363,8.584070205688477,8.535499572753906,8.557920455932617,0,,,,,
2016-09-21,8.593799591064453,8.614130020141602,8.57759952545166,8.596710205078125,0,,,,,
2016-09-22,8.554059982299805,8.557510375976562,8.508810043334961,8.55403995513916,0,,,,,
2016-09-23,8.54384994506836,8.561909675598145,8.530699729919434,8.542799949645996,0,,,,,
2016-09-26,8.529600143432617,8.557140350341797,8.512800216674805,8.529569625854492,0,,,,,
2016-09-27,8.54170036315918,8.631569862365723,8.515199661254883,8.54088020324707,0,,,,,
2016-09-28,8.592209815979004,8.613710403442383,8.564849853515625,8.594980239868164,0,,,,,
2016-09-29,8.557849884033203,8.592559814453125,8.540599822998047,8.557780265808105,0,,,,,
2016-09-30,8.572500228881836,8.628479957580566,8.558449745178223,8.570070266723633,0,,,,,
2016-10-03,8.581600189208984,8.589309692382812,8.523900032043457,8.578700065612793,0,,,,,
2016-10-04,8.571279525756836,8.63191032409668,8.56488037109375,8.571310043334961,0,,,,,
2016-10-05,8.597240447998047,8.614700317382812,8.55582046508789,8.596710205078125,0,,,,,
2016-10-06,8.591690063476562,8.629690170288086,8.582799911499023,8.588029861450195,0,,,,,
2016-10-07,8.624130249023438,8.674960136413574,8.601570129394531,8.632710456848145,0,,,,,
2016-10-10,8.6316499710083,8.667160034179688,8.62421989440918,8.631979942321777,0,,,,,
2016-10-11,8.64801025390625,8.822549819946289,8.647270202636719,8.647930145263672,0,,,,,
2016-10-12,8.81425952911377,8.846260070800781,8.802300453186035,8.81328010559082,0,,,,,
2016-10-13,8.854120254516602,8.870610237121582,8.796939849853516,8.854999542236328,0,,,,,
2016-10-14,8.795999526977539,8.836999893188477,8.779999732971191,8.792719841003418,0,,,,,
2016-10-17,8.843870162963867,8.844510078430176,8.804800033569336,8.843429565429688,0,,,,,
2016-10-18,8.79800033569336,8.833490371704102,8.783100128173828,8.801850318908691,0,,,,,
2016-10-19,8.828880310058594,8.850830078125,8.805100440979004,8.831100463867188,0,,,,,
2016-10-20,8.833700180053711,8.884510040283203,8.812620162963867,8.834919929504395,0,,,,,
2016-10-21,8.8677396774292,8.938570022583008,8.865579605102539,8.865579605102539,0,,,,,
2016-10-24,8.912199974060059,8.932629585266113,8.894800186157227,8.915599822998047,0,,,,,
2016-10-25,8.912969589233398,8.959830284118652,8.897700309753418,8.912670135498047,0,,,,,
2016-10-26,8.927160263061523,8.934309959411621,8.896599769592285,8.92704963684082,0,,,,,
2016-10-27,8.904840469360352,9.065970420837402,8.875840187072754,8.906970024108887,0,,,,,
2016-10-28,9.076149940490723,9.079790115356445,9.005800247192383,9.078539848327637,0,,,,,
2016-10-31,9.006699562072754,9.033809661865234,8.988200187683105,9.008600234985352,0,,,,,
2016-11-01,9.037139892578125,9.049110412597656,8.93690013885498,9.035300254821777,0,,,,,
2016-11-02,8.961700439453125,8.96858024597168,8.892009735107422,8.962249755859375,0,,,,,
2016-11-03,8.923600196838379,8.957079887390137,8.886099815368652,8.918399810791016,0,,,,,
2016-11-04,8.967900276184082,8.994540214538574,8.935290336608887,8.970939636230469,0,,,,,
2016-11-07,8.961859703063965,9.050149917602539,8.949310302734375,8.967040061950684,0,,,,,
2016-11-08,9.014519691467285,9.027210235595703,8.972000122070312,9.01414966583252,0,,,,,
2016-11-09,8.973600387573242,9.118470191955566,8.898859977722168,8.972800254821777,0,,,,,
2016-11-10,9.053339958190918,9.110300064086914,9.025799751281738,9.052900314331055,0,,,,,
2016-11-11,9.037199974060059,9.113100051879883,9.020000457763672,9.040769577026367,0,,,,,
2016-11-14,9.10750961303711,9.17710018157959,9.088600158691406,9.107629776000977,0,,,,,
2016-11-15,9.146610260009766,9.188719749450684,9.065930366516113,9.146499633789062,0,,,,,
2016-11-16,9.184009552001953,9.211509704589844,9.150799751281738,9.182900428771973,0,,,,,
2016-11-17,9.17805004119873,9.216730117797852,9.151399612426758,9.179100036621094,0,,,,,
2016-11-18,9.239370346069336,9.282119750976562,9.225930213928223,9.238900184631348,0,,,,,
2016-11-21,9.26123046875,9.264289855957031,9.202300071716309,9.258939743041992,0,,,,,
2016-11-22,9.209500312805176,9.260680198669434,9.190299987792969,9.209380149841309,0,,,,,
2016-11-23,9.21150016784668,9.291609764099121,9.200400352478027,9.21088981628418,0,,,,,
2016-11-24,9.282899856567383,9.306300163269043,9.214200019836426,9.285200119018555,0,,,,,
2016-11-25,9.243499755859375,9.263130187988281,9.205180168151855,9.24489974975586,0,,,,,
2016-11-28,9.229660034179688,9.248250007629395,9.167699813842773,9.231399536132812,0,,,,,
2016-11-29,9.194600105285645,9.243430137634277,9.189200401306152,9.198539733886719,0,,,,,
2016-11-30,9.175140380859375,9.239399909973145,9.13759994506836,9.174739837646484,0,,,,,
2016-12-01,9.227700233459473,9.252400398254395,9.196399688720703,9.228750228881836,0,,,,,
2016-12-02,9.21619987487793,9.224430084228516,9.186949729919434,9.217450141906738,0,,,,,
2016-12-05,9.236749649047852,9.267900466918945,9.136300086975098,9.24962043762207,0,,,,,
2016-12-06,9.125399589538574,9.141810417175293,9.109649658203125,9.124659538269043,0,,,,,
2016-12-07,9.128829956054688,9.140179634094238,9.05780029296875,9.130889892578125,0,,,,,
2016-12-08,9.067449569702148,9.163909912109375,9.01315975189209,9.069939613342285,0,,,,,
2016-12-09,9.122400283813477,9.198789596557617,9.119799613952637,9.12279987335205,0,,,,,
2016-12-12,9.197979927062988,9.210209846496582,9.155200004577637,9.19968032836914,0,,,,,
2016-12-13,9.160929679870605,9.173810005187988,9.137299537658691,9.158659934997559,0,,,,,
2016-12-14,9.165900230407715,9.177209854125977,9.133299827575684,9.16487979888916,0,,,,,
2016-12-15,9.278340339660645,9.404219627380371,9.26550006866455,9.277609825134277,0,,,,,
2016-12-16,9.40250015258789,9.44616985321045,9.348310470581055,9.40414047241211,0,,,,,
2016-12-19,9.353910446166992,9.394049644470215,9.327460289001465,9.35552978515625,0,,,,,
2016-12-20,9.372650146484375,9.407609939575195,9.349900245666504,9.373550415039062,0,,,,,
2016-12-21,9.348699569702148,9.356220245361328,9.219300270080566,9.349900245666504,0,,,,,
2016-12-22,9.223099708557129,9.22659969329834,9.148819923400879,9.22659969329834,0,,,,,
2016-12-23,9.218790054321289,9.240779876708984,9.190210342407227,9.221010208129883,0,,,,,
2016-12-26,9.211099624633789,9.240750312805176,9.169320106506348,9.212200164794922,0,,,,,
2016-12-27,9.200510025024414,9.249039649963379,9.19970989227295,9.19970989227295,0,,,,,
2016-12-28,9.220580101013184,9.22350025177002,9.185700416564941,9.220000267028809,0,,,,,
2016-12-29,9.19009017944336,9.19180965423584,9.111709594726562,9.19180965423584,0,,,,,
2016-12-30,9.066109657287598,9.11616039276123,9.031200408935547,9.066510200500488,0,,,,,
2017-01-02,9.081809997558594,9.132100105285645,9.078969955444336,9.091699600219727,0,,,,,
2017-01-03,9.121399879455566,9.199740409851074,9.09961986541748,9.121910095214844,0,,,,,
2017-01-04,9.151749610900879,9.174240112304688,9.104729652404785,9.15330982208252,0,,,,,
2017-01-05,9.093879699707031,9.095439910888672,9.003560066223145,9.095439910888672,0,,,,,
2017-01-06,8.996800422668457,9.075360298156738,8.992400169372559,8.997400283813477,0,,,,,
2017-01-09,9.061809539794922,9.090570449829102,9.049500465393066,9.06210994720459,0,,,,,
2017-01-10,9.034279823303223,9.058159828186035,9.002140045166016,9.034529685974121,0,,,,,
2017-01-11,9.080710411071777,9.152029991149902,9.054149627685547,9.081029891967773,0,,,,,
2017-01-12,9.0169095993042,9.031169891357422,8.899399757385254,9.014909744262695,0,,,,,
2017-01-13,8.947699546813965,8.957200050354004,8.895700454711914,8.947110176086426,0,,,,,
2017-01-16,8.925140380859375,8.9724702835083,8.907859802246094,8.923700332641602,0,,,,,
2017-01-17,8.948209762573242,8.951709747314453,8.872540473937988,8.948209762573242,0,,,,,
2017-01-18,8.897100448608398,8.941410064697266,8.888299942016602,8.896920204162598,0,,,,,
2017-01-19,8.951709747314453,9.020520210266113,8.92317008972168,8.94729995727539,0,,,,,
2017-01-20,8.950830459594727,8.956629753112793,8.894100189208984,8.95028018951416,0,,,,,
2017-01-23,8.876099586486816,8.880880355834961,8.830900192260742,8.88014030456543,0,,,,,
2017-01-24,8.832710266113281,8.852219581604004,8.816900253295898,8.834309577941895,0,,,,,
2017-01-25,8.850830078125,8.868860244750977,8.806139945983887,8.851519584655762,0,,,,,
2017-01-26,8.814929962158203,8.86100959777832,8.798399925231934,8.812809944152832,0,,,,,
2017-01-27,8.840399742126465,8.86931037902832,8.814470291137695,8.841279983520508,0,,,,,
2017-01-30,8.834050178527832,8.884499549865723,8.811699867248535,8.830599784851074,0,,,,,
2017-01-31,8.82056999206543,8.839810371398926,8.73727035522461,8.821009635925293,0,,,,,
2017-02-01,8.743410110473633,8.775609970092773,8.715900421142578,8.743969917297363,0,,,,,
2017-02-02,8.748809814453125,8.747599601745605,8.69573974609375,8.747599601745605,0,,,,,
2017-02-03,8.74878978729248,8.801690101623535,8.736000061035156,8.744400024414062,0,,,,,
2017-02-06,8.763799667358398,8.848409652709961,8.755319595336914,8.7669095993042,0,,,,,
2017-02-07,8.828359603881836,8.899410247802734,8.825900077819824,8.828909873962402,0,,,,,
2017-02-08,8.876930236816406,8.891759872436523,8.835809707641602,8.874099731445312,0,,,,,
2017-02-09,8.840709686279297,8.904009819030762,8.834400177001953,8.837499618530273,0,,,,,
2017-02-10,8.899700164794922,8.932479858398438,8.892900466918945,8.904809951782227,0,,,,,
2017-02-13,8.932310104370117,8.940170288085938,8.895700454711914,8.933309555053711,0,,,,,
2017-02-14,8.934100151062012,8.950550079345703,8.900400161743164,8.934300422668457,0,,,,,
2017-02-15,8.933679580688477,8.984910011291504,8.922189712524414,8.932550430297852,0,,,,,
2017-02-16,8.916500091552734,8.922430038452148,8.85984992980957,8.916600227355957,0,,,,,
2017-02-17,8.855400085449219,8.908510208129883,8.850099563598633,8.858499526977539,0,,,,,
2017-02-20,8.903450012207031,8.932609558105469,8.895299911499023,8.904170036315918,0,,,,,
2017-02-21,8.936409950256348,8.997159957885742,8.931900024414062,8.936980247497559,0,,,,,
2017-02-22,8.971320152282715,9.026410102844238,8.956700325012207,8.969220161437988,0,,,,,
2017-02-23,8.972100257873535,8.997719764709473,8.96090030670166,8.97089958190918,0,,,,,
2017-02-24,8.992449760437012,9.026510238647461,8.961000442504883,8.988699913024902,0,,,,,
