,Close,High,Low,Open,Volume,"('Close', 'EURAUD=X')","('High', 'EURAUD=X')","('Low', 'EURAUD=X')","('Open', 'EURAUD=X')","('Volume', 'EURAUD=X')"
2016-06-08,1.5250999927520752,1.529710054397583,1.5216000080108643,1.525570034980774,0,,,,,
2016-06-09,1.5214999914169312,1.5297800302505493,1.5202000141143799,1.5220999717712402,0,,,,,
2016-06-10,1.5257999897003174,1.5289599895477295,1.5217499732971191,1.5257200002670288,0,,,,,
2016-06-13,1.5247999429702759,1.5270500183105469,1.5205999612808228,1.5242999792099,0,,,,,
2016-06-14,1.529289960861206,1.530709981918335,1.5185999870300293,1.5298000574111938,0,,,,,
2016-06-15,1.5244300365447998,1.5276700258255005,1.513700008392334,1.5247700214385986,0,,,,,
2016-06-16,1.5185999870300293,1.5362800359725952,1.5167299509048462,1.5183000564575195,0,,,,,
2016-06-17,1.5242899656295776,1.5258400440216064,1.5199999809265137,1.5244499444961548,0,,,,,
2016-06-20,1.5268000364303589,1.5285999774932861,1.5160000324249268,1.5278600454330444,0,,,,,
2016-06-21,1.5175000429153442,1.518399953842163,1.5053000450134277,1.5181200504302979,0,,,,,
2016-06-22,1.5094399452209473,1.5104700326919556,1.5026999711990356,1.509600043296814,0,,,,,
2016-06-23,1.5074000358581543,1.5091099739074707,1.4967000484466553,1.507349967956543,0,,,,,
2016-06-24,1.5032199621200562,1.511389970779419,1.480720043182373,1.5004500150680542,0,,,,,
2016-06-27,1.4855999946594238,1.498520016670227,1.4833999872207642,1.4858200550079346,0,,,,,
2016-06-28,1.496999979019165,1.5044399499893188,1.492900013923645,1.497499942779541,0,,,,,
2016-06-29,1.4957000017166138,1.4986000061035156,1.4892799854278564,1.4962899684906006,0,,,,,
2016-06-30,1.4893499612808228,1.5028799772262573,1.4855899810791016,1.4893699884414673,0,,,,,
2016-07-01,1.4908000230789185,1.4935799837112427,1.482200026512146,1.490839958190918,0,,,,,
2016-07-04,1.4908000230789185,1.4910500049591064,1.476099967956543,1.4904999732971191,0,,,,,
2016-07-05,1.4803800582885742,1.4935699701309204,1.475640058517456,1.4803500175476074,0,,,,,
2016-07-06,1.486299991607666,1.4898899793624878,1.4743399620056152,1.4868600368499756,0,,,,,
2016-07-07,1.4759999513626099,1.4820499420166016,1.4699000120162964,1.4770400524139404,0,,,,,
2016-07-08,1.4766700267791748,1.4808399677276611,1.4592000246047974,1.4764800071716309,0,,,,,
2016-07-11,1.4608999490737915,1.4692800045013428,1.457800030708313,1.460800051689148,0,,,,,
2016-07-12,1.4670300483703613,1.4676200151443481,1.4501999616622925,1.4673099517822266,0,,,,,
2016-07-13,1.4540899991989136,1.4588899612426758,1.4497300386428833,1.4544399976730347,0,,,,,
2016-07-14,1.4605400562286377,1.4616899490356445,1.4517500400543213,1.460860013961792,0,,,,,
2016-07-15,1.458799958229065,1.4603500366210938,1.4502300024032593,1.4587899446487427,0,,,,,
2016-07-18,1.456570029258728,1.4605200290679932,1.4526900053024292,1.4564900398254395,0,,,,,
2016-07-19,1.4615099430084229,1.47747004032135,1.4613499641418457,1.4613499641418457,0,,,,,
2016-07-20,1.4669400453567505,1.473889946937561,1.4661799669265747,1.466860055923462,0,,,,,
2016-07-21,1.4749499559402466,1.4762400388717651,1.465459942817688,1.4755699634552002,0,,,,,
2016-07-22,1.4696799516677856,1.4787499904632568,1.4697099924087524,1.4698799848556519,0,,,,,
2016-07-25,1.4673999547958374,1.4722199440002441,1.4651399850845337,1.4677200317382812,0,,,,,
2016-07-26,1.4701199531555176,1.4720799922943115,1.4584599733352661,1.4701499938964844,0,,,,,
2016-07-27,1.4621299505233765,1.4741300344467163,1.452299952507019,1.4621299505233765,0,,,,,
2016-07-28,1.4725799560546875,1.4776400327682495,1.469349980354309,1.4719300270080566,0,,,,,
2016-07-29,1.4753899574279785,1.4812300205230713,1.4684699773788452,1.4755200147628784,0,,,,,
2016-08-01,1.471709966659546,1.4788000583648682,1.4676599502563477,1.471940040588379,0,,,,,
2016-08-02,1.4835100173950195,1.4887700080871582,1.468369960784912,1.483180046081543,0,,,,,
2016-08-03,1.4764000177383423,1.4794199466705322,1.4712799787521362,1.4761199951171875,0,,,,,
2016-08-04,1.4692399501800537,1.4691799879074097,1.4577900171279907,1.4691599607467651,0,,,,,
2016-08-05,1.45756995677948,1.4592599868774414,1.4495799541473389,1.4573800563812256,0,,,,,
2016-08-08,1.4566500186920166,1.4594899415969849,1.4444199800491333,1.4565000534057617,0,,,,,
2016-08-09,1.4469000101089478,1.453660011291504,1.444700002670288,1.447160005569458,0,,,,,
2016-08-10,1.450369954109192,1.4509700536727905,1.4423400163650513,1.450719952583313,0,,,,,
2016-08-11,1.4501500129699707,1.452430009841919,1.4437199831008911,1.450260043144226,0,,,,,
2016-08-12,1.4473999738693237,1.4567699432373047,1.4473299980163574,1.447659969329834,0,,,,,
2016-08-15,1.457900047302246,1.4604899883270264,1.4539999961853027,1.4582899808883667,0,,,,,
2016-08-16,1.4567899703979492,1.4681299924850464,1.4553799629211426,1.4567099809646606,0,,,,,
2016-08-17,1.4641300439834595,1.4792699813842773,1.4638999700546265,1.4650599956512451,0,,,,,
2016-08-18,1.4744000434875488,1.4768999814987183,1.4663900136947632,1.4744999408721924,0,,,,,
2016-08-19,1.477929949760437,1.48881995677948,1.4780700206756592,1.4780700206756592,0,,,,,
2016-08-22,1.4849400520324707,1.4876899719238281,1.4809000492095947,1.4853700399398804,0,,,,,
2016-08-23,1.4834400415420532,1.4850399494171143,1.479699969291687,1.4831899404525757,0,,,,,
2016-08-24,1.4842699766159058,1.487470030784607,1.476099967956543,1.4844199419021606,0,,,,,
2016-08-25,1.4796199798583984,1.485010027885437,1.4759700298309326,1.479889988899231,0,,,,,
2016-08-26,1.480430006980896,1.4808800220489502,1.469939947128296,1.4803199768066406,0,,,,,
2016-08-29,1.4842599630355835,1.4866399765014648,1.4747999906539917,1.4851399660110474,0,,,,,
2016-08-30,1.4768799543380737,1.4845399856567383,1.4744000434875488,1.4771100282669067,0,,,,,
2016-08-31,1.482010006904602,1.4848400354385376,1.4803999662399292,1.4818700551986694,0,,,,,
2016-09-01,1.4837199449539185,1.4844900369644165,1.4769099950790405,1.4837199449539185,0,,,,,
2016-09-02,1.4830900430679321,1.4846199750900269,1.4752999544143677,1.4829000234603882,0,,,,,
2016-09-05,1.4750800132751465,1.4748899936676025,1.4681999683380127,1.4745999574661255,0,,,,,
2016-09-06,1.4687199592590332,1.4683799743652344,1.4585200548171997,1.4683799743652344,0,,,,,
2016-09-07,1.4636199474334717,1.4693399667739868,1.4617400169372559,1.463539958000183,0,,,,,
2016-09-08,1.465459942817688,1.4699300527572632,1.4580999612808228,1.4654799699783325,0,,,,,
2016-09-09,1.4729599952697754,1.4852999448776245,1.472100019454956,1.4728800058364868,0,,,,,
2016-09-12,1.4897099733352661,1.4991600513458252,1.4894200563430786,1.490280032157898,0,,,,,
2016-09-13,1.4856300354003906,1.5051599740982056,1.4846999645233154,1.4853700399398804,0,,,,,
2016-09-14,1.5019400119781494,1.5066399574279785,1.4983999729156494,1.502269983291626,0,,,,,
2016-09-15,1.503190040588379,1.5092400312423706,1.4971100091934204,1.5028799772262573,0,,,,,
2016-09-16,1.4966000318527222,1.4989399909973145,1.489400029182434,1.4969199895858765,0,,,,,
2016-09-19,1.4872299432754517,1.4873100519180298,1.476889967918396,1.4873100519180298,0,,,,,
2016-09-20,1.482990026473999,1.4837299585342407,1.4768500328063965,1.4824899435043335,0,,,,,
2016-09-21,1.4757800102233887,1.477929949760437,1.465999960899353,1.4759299755096436,0,,,,,
2016-09-22,1.4662100076675415,1.4706499576568604,1.463320016860962,1.4651800394058228,0,,,,,
2016-09-23,1.4651000499725342,1.4727400541305542,1.4643199443817139,1.465590000152588,0,,,,,
2016-09-26,1.4754999876022339,1.4777100086212158,1.4709999561309814,1.4757800102233887,0,,,,,
2016-09-27,1.4735300540924072,1.4763100147247314,1.4605400562286377,1.4738099575042725,0,,,,,
2016-09-28,1.462380051612854,1.4660899639129639,1.4560999870300293,1.4620000123977661,0,,,,,
2016-09-29,1.4585000276565552,1.466249942779541,1.4555000066757202,1.4591200351715088,0,,,,,
2016-09-30,1.4708399772644043,1.4740899801254272,1.4611999988555908,1.4706100225448608,0,,,,,
2016-10-03,1.469480037689209,1.4697599411010742,1.462499976158142,1.4693000316619873,0,,,,,
2016-10-04,1.4586100578308105,1.4692699909210205,1.4537099599838257,1.4588899612426758,0,,,,,
2016-10-05,1.4726099967956543,1.4758000373840332,1.4671000242233276,1.4723000526428223,0,,,,,
2016-10-06,1.4701900482177734,1.4778000116348267,1.470139980316162,1.4704899787902832,0,,,,,
2016-10-07,1.4704400300979614,1.4764599800109863,1.4656599760055542,1.4709800481796265,0,,,,,
2016-10-10,1.472790002822876,1.4747999906539917,1.463479995727539,1.472599983215332,0,,,,,
2016-10-11,1.4655300378799438,1.4751399755477905,1.464609980583191,1.4658499956130981,0,,,,,
2016-10-12,1.462339997291565,1.4626200199127197,1.4530999660491943,1.4626200199127197,0,,,,,
2016-10-13,1.4571900367736816,1.4663200378417969,1.4575599431991577,1.4575599431991577,0,,,,,
2016-10-14,1.4605200290679932,1.4613300561904907,1.43982994556427,1.4606200456619263,0,,,,,
2016-10-17,1.4436099529266357,1.4473999738693237,1.441499948501587,1.4436299800872803,0,,,,,
2016-10-18,1.441390037536621,1.441100001335144,1.4297000169754028,1.440790057182312,0,,,,,
2016-10-19,1.430109977722168,1.4344500303268433,1.4206600189208984,1.4301899671554565,0,,,,,
2016-10-20,1.4200999736785889,1.4416999816894531,1.4184099435806274,1.4202899932861328,0,,,,,
2016-10-21,1.4319700002670288,1.4325100183486938,1.4225000143051147,1.4318300485610962,0,,,,,
2016-10-24,1.431130051612854,1.432379961013794,1.4244699478149414,1.4312299489974976,0,,,,,
2016-10-25,1.4317200183868408,1.4319599866867065,1.4212000370025635,1.431839942932129,0,,,,,
2016-10-26,1.422700047492981,1.4289499521255493,1.4129799604415894,1.4229199886322021,0,,,,,
2016-10-27,1.4262100458145142,1.4390900135040283,1.4253000020980835,1.4262700080871582,0,,,,,
2016-10-28,1.4357999563217163,1.4444199800491333,1.4337999820709229,1.4356000423431396,0,,,,,
2016-10-31,1.4457099437713623,1.4472999572753906,1.4380799531936646,1.4460300207138062,0,,,,,
2016-11-01,1.4420499801635742,1.4435900449752808,1.430209994316101,1.4417999982833862,0,,,,,
2016-11-02,1.4460300207138062,1.4534200429916382,1.4444999694824219,1.4462100267410278,0,,,,,
2016-11-03,1.4496500492095947,1.4554500579833984,1.4412000179290771,1.4498800039291382,0,,,,,
2016-11-04,1.4442299604415894,1.4515000581741333,1.44228994846344,1.4443299770355225,0,,,,,
2016-11-07,1.445449948310852,1.4484399557113647,1.4328999519348145,1.4449000358581543,0,,,,,
2016-11-08,1.4316699504852295,1.4360500574111938,1.430400013923645,1.4313700199127197,0,,,,,
2016-11-09,1.4223099946975708,1.4875999689102173,1.4149199724197388,1.4226399660110474,0,,,,,
2016-11-10,1.427489995956421,1.4376300573349,1.4076100587844849,1.427090048789978,0,,,,,
2016-11-11,1.4306299686431885,1.4427399635314941,1.4295400381088257,1.4307600259780884,0,,,,,
2016-11-14,1.433750033378601,1.4352200031280518,1.4194300174713135,1.4332000017166138,0,,,,,
2016-11-15,1.419800043106079,1.4307199716567993,1.4194400310516357,1.419819951057434,0,,,,,
2016-11-16,1.4197900295257568,1.4347100257873535,1.4184999465942383,1.4194400310516357,0,,,,,
2016-11-17,1.4285399913787842,1.4385700225830078,1.4272099733352661,1.4290599822998047,0,,,,,
2016-11-18,1.4356399774551392,1.4402899742126465,1.4314199686050415,1.4353400468826294,0,,,,,
2016-11-21,1.4451099634170532,1.448740005493164,1.4405299425125122,1.4447599649429321,0,,,,,
2016-11-22,1.4419399499893188,1.4422800540924072,1.4342900514602661,1.4419499635696411,0,,,,,
2016-11-23,1.4351400136947632,1.4363399744033813,1.4239000082015991,1.4352200031280518,0,,,,,
2016-11-24,1.429610013961792,1.4314299821853638,1.4251699447631836,1.4298700094223022,0,,,,,
2016-11-25,1.4236500263214111,1.4276800155639648,1.418030023574829,1.423799991607666,0,,,,,
2016-11-28,1.425029993057251,1.4306600093841553,1.4141600131988525,1.4250999689102173,0,,,,,
2016-11-29,1.4168000221252441,1.4236299991607666,1.4150999784469604,1.4165400266647339,0,,,,,
2016-11-30,1.4224400520324707,1.4358400106430054,1.419800043106079,1.422070026397705,0,,,,,
2016-12-01,1.4334900379180908,1.4396599531173706,1.4300999641418457,1.4329500198364258,0,,,,,
2016-12-02,1.4366799592971802,1.4435100555419922,1.4272300004959106,1.4364099502563477,0,,,,,
2016-12-05,1.4217000007629395,1.443310022354126,1.4144999980926514,1.4205600023269653,0,,,,,
2016-12-06,1.4388099908828735,1.450119972229004,1.4378399848937988,1.4391599893569946,0,,,,,
2016-12-07,1.4345500469207764,1.444540023803711,1.434000015258789,1.4343500137329102,0,,,,,
2016-12-08,1.437190055847168,1.4491699934005737,1.423930048942566,1.4370499849319458,0,,,,,
2016-12-09,1.4235999584197998,1.4246400594711304,1.4119800329208374,1.4238300323486328,0,,,,,
2016-12-12,1.415969967842102,1.420199990272522,1.4134999513626099,1.415850043296814,0,,,,,
2016-12-13,1.4190599918365479,1.4218000173568726,1.4126900434494019,1.4192999601364136,0,,,,,
2016-12-14,1.4178500175476074,1.421679973602295,1.4148999452590942,1.4181300401687622,0,,,,,
2016-12-15,1.418470025062561,1.4199399948120117,1.4093999862670898,1.4193600416183472,0,,,,,
2016-12-16,1.4138000011444092,1.4312100410461426,1.414139986038208,1.4141700267791748,0,,,,,
2016-12-19,1.4327900409698486,1.4400899410247803,1.4309799671173096,1.4330099821090698,0,,,,,
2016-12-20,1.4348599910736084,1.4368599653244019,1.4299999475479126,1.4342000484466553,0,,,,,
2016-12-21,1.4293400049209595,1.4399100542068481,1.4290499687194824,1.4296200275421143,0,,,,,
2016-12-22,1.441159963607788,1.4535200595855713,1.4388999938964844,1.4410200119018555,0,,,,,
2016-12-23,1.4454599618911743,1.4594600200653076,1.444100022315979,1.4454699754714966,0,,,,,
2016-12-26,1.4561599493026733,1.458299994468689,1.4413100481033325,1.456380009651184,0,,,,,
2016-12-27,1.4558900594711304,1.4561200141906738,1.4514000415802002,1.4558199644088745,0,,,,,
2016-12-28,1.4548499584197998,1.4554100036621094,1.4478000402450562,1.4546500444412231,0,,,,,
2016-12-29,1.449779987335205,1.4540300369262695,1.4469000101089478,1.449620008468628,0,,,,,
2016-12-30,1.4613200426101685,1.465399980545044,1.454699993133545,1.4602400064468384,0,,,,,
2017-01-02,1.4580299854278564,1.463670015335083,1.4550000429153442,1.4595999717712402,0,,,,,
2017-01-03,1.4536199569702148,1.4553899765014648,1.4359099864959717,1.4533300399780273,0,,,,,
2017-01-04,1.4407700300216675,1.4410699605941772,1.4326800107955933,1.4407800436019897,0,,,,,
2017-01-05,1.4408700466156006,1.4462499618530273,1.438099980354309,1.4402600526809692,0,,,,,
2017-01-06,1.4449900388717651,1.4468200206756592,1.440559983253479,1.4450600147247314,0,,,,,
2017-01-09,1.4404499530792236,1.4415500164031982,1.4336999654769897,1.4400099515914917,0,,,,,
2017-01-10,1.4390100240707397,1.4426100254058838,1.4348100423812866,1.4386800527572632,0,,,,,
2017-01-11,1.4336400032043457,1.4346699714660645,1.4205700159072876,1.433650016784668,0,,,,,
2017-01-12,1.4228500127792358,1.4237300157546997,1.4157999753952026,1.4224900007247925,0,,,,,
2017-01-13,1.417549967765808,1.4252300262451172,1.4143099784851074,1.417870044708252,0,,,,,
2017-01-16,1.4173699617385864,1.421030044555664,1.416100025177002,1.4164299964904785,0,,,,,
2017-01-17,1.4187999963760376,1.4212299585342407,1.412950038909912,1.418869972229004,0,,,,,
2017-01-18,1.4165799617767334,1.418910026550293,1.4115999937057495,1.416849970817566,0,,,,,
2017-01-19,1.4149999618530273,1.417639970779419,1.4030200242996216,1.4153399467468262,0,,,,,
2017-01-20,1.4087599515914917,1.4154800176620483,1.4076199531555176,1.4088799953460693,0,,,,,
2017-01-23,1.4146300554275513,1.4221700429916382,1.4145900011062622,1.4145900011062622,0,,,,,
2017-01-24,1.4184999465942383,1.4218000173568726,1.4146000146865845,1.418660044670105,0,,,,,
2017-01-25,1.4131699800491333,1.4273899793624878,1.41211998462677,1.4135500192642212,0,,,,,
2017-01-26,1.4195400476455688,1.4226700067520142,1.4157999753952026,1.4189900159835815,0,,,,,
2017-01-27,1.4181400537490845,1.422260046005249,1.4145100116729736,1.4180999994277954,0,,,,,
2017-01-30,1.4182900190353394,1.4214500188827515,1.409000039100647,1.4188300371170044,0,,,,,
