,Close,High,Low,Open,Volume,"('Close', 'EURAUD=X')","('High', 'EURAUD=X')","('Low', 'EURAUD=X')","('Open', 'EURAUD=X')","('Volume', 'EURAUD=X')"
2016-01-04,1.4894599914550781,1.5177700519561768,1.4881000518798828,1.4895000457763672,0,,,,,
2016-01-05,1.5065399408340454,1.5077799558639526,1.4973299503326416,1.5067299604415894,0,,,,,
2016-01-06,1.500939965248108,1.5229899883270264,1.4981000423431396,1.5010000467300415,0,,,,,
2016-01-07,1.522189974784851,1.5566799640655518,1.5210200548171997,1.5221999883651733,0,,,,,
2016-01-08,1.556730031967163,1.5640499591827393,1.5365999937057495,1.5577600002288818,0,,,,,
2016-01-11,1.5759799480438232,1.5769000053405762,1.5450700521469116,1.576200008392334,0,,,,,
2016-01-12,1.5539300441741943,1.5694999694824219,1.544510006904602,1.5537300109863281,0,,,,,
2016-01-13,1.5520000457763672,1.5553799867630005,1.5341999530792236,1.5521999597549438,0,,,,,
2016-01-14,1.569540023803711,1.5820300579071045,1.5551400184631348,1.5692399740219116,0,,,,,
2016-01-15,1.551900029182434,1.5950599908828735,1.5514999628067017,1.5514999628067017,0,,,,,
2016-01-18,1.5916999578475952,1.5938999652862549,1.5724300146102905,1.5918699502944946,0,,,,,
2016-01-19,1.5839300155639648,1.594130039215088,1.561400055885315,1.5844999551773071,0,,,,,
2016-01-20,1.5773999691009521,1.6043000221252441,1.578629970550537,1.578629970550537,0,,,,,
2016-01-21,1.5684200525283813,1.587499976158142,1.5546000003814697,1.56659996509552,0,,,,,
2016-01-22,1.5477800369262695,1.5529299974441528,1.534000039100647,1.5476900339126587,0,,,,,
2016-01-25,1.541450023651123,1.553879976272583,1.538100004196167,1.5423599481582642,0,,,,,
2016-01-26,1.5643199682235718,1.5702199935913086,1.5460599660873413,1.5637999773025513,0,,,,,
2016-01-27,1.5503000020980835,1.552880048751831,1.5399999618530273,1.5503100156784058,0,,,,,
2016-01-28,1.5546000003814697,1.5559699535369873,1.531309962272644,1.5552899837493896,0,,,,,
2016-01-29,1.5436300039291382,1.5456000566482544,1.5252000093460083,1.5435999631881714,0,,,,,
2016-02-01,1.5317000150680542,1.5433399677276611,1.530400037765503,1.5313299894332886,0,,,,,
2016-02-02,1.5321999788284302,1.5533100366592407,1.528939962387085,1.532920002937317,0,,,,,
2016-02-03,1.5533000230789185,1.5636099576950073,1.542099952697754,1.5539699792861938,0,,,,,
2016-02-04,1.550130009651184,1.5559500455856323,1.541599988937378,1.5498199462890625,0,,,,,
2016-02-05,1.555299997329712,1.5719300508499146,1.5529999732971191,1.555299997329712,0,,,,,
2016-02-08,1.572510004043579,1.578179955482483,1.5648399591445923,1.5728000402450562,0,,,,,
2016-02-09,1.5807000398635864,1.6143800020217896,1.5801600217819214,1.5813000202178955,0,,,,,
2016-02-10,1.5977699756622314,1.6056699752807617,1.5695799589157104,1.5977400541305542,0,,,,,
2016-02-11,1.5880399942398071,1.6241199970245361,1.580399990081787,1.5882999897003174,0,,,,,
2016-02-12,1.5886000394821167,1.5960400104522705,1.5820000171661377,1.5883899927139282,0,,,,,
2016-02-15,1.5771000385284424,1.5792700052261353,1.5576800107955933,1.5772000551223755,0,,,,,
2016-02-16,1.5636099576950073,1.5710599422454834,1.5537999868392944,1.5638200044631958,0,,,,,
2016-02-17,1.5652999877929688,1.5769000053405762,1.552150011062622,1.565500020980835,0,,,,,
2016-02-18,1.5496699810028076,1.5610500574111938,1.5471999645233154,1.5501400232315063,0,,,,,
2016-02-19,1.5534000396728516,1.5689400434494019,1.5528000593185425,1.553380012512207,0,,,,,
2016-02-22,1.5571199655532837,1.557770013809204,1.523300051689148,1.5568000078201294,0,,,,,
2016-02-23,1.5241999626159668,1.5307199954986572,1.5159000158309937,1.5244699716567993,0,,,,,
2016-02-24,1.531999945640564,1.5400999784469604,1.5259000062942505,1.531999945640564,0,,,,,
2016-02-25,1.5311000347137451,1.53957998752594,1.5259499549865723,1.5312199592590332,0,,,,,
2016-02-26,1.5231000185012817,1.532789945602417,1.5180200338363647,1.523319959640503,0,,,,,
2016-02-29,1.5328099727630615,1.5380100011825562,1.5202000141143799,1.5326600074768066,0,,,,,
2016-03-01,1.5241999626159668,1.5306199789047241,1.5125000476837158,1.524399995803833,0,,,,,
2016-03-02,1.5140999555587769,1.5177199840545654,1.4912300109863281,1.514299988746643,0,,,,,
2016-03-03,1.491729974746704,1.4919999837875366,1.4819899797439575,1.4917099475860596,0,,,,,
2016-03-04,1.4878000020980835,1.4918999671936035,1.4743599891662598,1.487779974937439,0,,,,,
2016-03-07,1.4834599494934082,1.485200047492981,1.4700599908828735,1.4838600158691406,0,,,,,
2016-03-08,1.4769999980926514,1.4891899824142456,1.475119948387146,1.4767600297927856,0,,,,,
2016-03-09,1.4799000024795532,1.4817899465560913,1.4600000381469727,1.479699969291687,0,,,,,
2016-03-10,1.4710400104522705,1.4965699911117554,1.4467500448226929,1.4709999561309814,0,,,,,
2016-03-11,1.4977999925613403,1.5021599531173706,1.472000002861023,1.498520016670227,0,,,,,
2016-03-14,1.4765000343322754,1.4815200567245483,1.4697999954223633,1.4764599800109863,0,,,,,
2016-03-15,1.476099967956543,1.491919994354248,1.4741400480270386,1.4763200283050537,0,,,,,
2016-03-16,1.4882999658584595,1.4937599897384644,1.483139991760254,1.488420009613037,0,,,,,
2016-03-17,1.4864000082015991,1.4874500036239624,1.47160005569458,1.4866000413894653,0,,,,,
2016-03-18,1.479200005531311,1.4840699434280396,1.475350022315979,1.4797699451446533,0,,,,,
2016-03-21,1.4847099781036377,1.4895399808883667,1.4752000570297241,1.48471999168396,0,,,,,
2016-03-22,1.4837000370025635,1.4850000143051147,1.4696999788284302,1.4841899871826172,0,,,,,
2016-03-23,1.4726999998092651,1.484220027923584,1.4660999774932861,1.4723000526428223,0,,,,,
2016-03-24,1.4838900566101074,1.4920899868011475,1.4829000234603882,1.4836000204086304,0,,,,,
2016-03-25,1.4837900400161743,1.4862099885940552,1.4810999631881714,1.483430027961731,0,,,,,
2016-03-28,1.4868899583816528,1.4881000518798828,1.4803999662399292,1.4866000413894653,0,,,,,
2016-03-29,1.482300043106079,1.4904299974441528,1.4771900177001953,1.482509970664978,0,,,,,
2016-03-30,1.4780000448226929,1.483199954032898,1.4716500043869019,1.4779800176620483,0,,,,,
2016-03-31,1.4800000190734863,1.4843100309371948,1.4769999980926514,1.479599952697754,0,,,,,
2016-04-01,1.4837599992752075,1.4973100423812866,1.4782999753952026,1.4836000204086304,0,,,,,
2016-04-04,1.4860399961471558,1.4973299503326416,1.4853999614715576,1.4860999584197998,0,,,,,
2016-04-05,1.498460054397583,1.5137399435043335,1.4930700063705444,1.4986000061035156,0,,,,,
2016-04-06,1.5085500478744507,1.5104000568389893,1.4998400211334229,1.5078999996185303,0,,,,,
2016-04-07,1.4981600046157837,1.5197900533676147,1.495419979095459,1.4975199699401855,0,,,,,
2016-04-08,1.5137499570846558,1.5134700536727905,1.5027999877929688,1.5125000476837158,0,,,,,
2016-04-11,1.507699966430664,1.5157599449157715,1.5002000331878662,1.5074599981307983,0,,,,,
2016-04-12,1.5023000240325928,1.5039700269699097,1.4853999614715576,1.5028300285339355,0,,,,,
2016-04-13,1.4811999797821045,1.4847400188446045,1.4729199409484863,1.4805999994277954,0,,,,,
2016-04-14,1.472309947013855,1.477329969406128,1.459190011024475,1.4723999500274658,0,,,,,
2016-04-15,1.4645800590515137,1.4697599411010742,1.4562900066375732,1.4651700258255005,0,,,,,
2016-04-18,1.4791100025177002,1.4793599843978882,1.4586000442504883,1.4780800342559814,0,,,,,
2016-04-19,1.454699993133545,1.4599299430847168,1.4529000520706177,1.4552600383758545,0,,,,,
2016-04-20,1.4566600322723389,1.461940050125122,1.4470000267028809,1.4564499855041504,0,,,,,
2016-04-21,1.4483000040054321,1.458799958229065,1.443600058555603,1.448930025100708,0,,,,,
2016-04-22,1.4581899642944336,1.4593600034713745,1.451300024986267,1.4579800367355347,0,,,,,
2016-04-25,1.4566099643707275,1.4621000289916992,1.454800009727478,1.456719994544983,0,,,,,
2016-04-26,1.4601999521255493,1.4633899927139282,1.4557000398635864,1.4605200290679932,0,,,,,
2016-04-27,1.4580399990081787,1.493299961090088,1.456030011177063,1.4585399627685547,0,,,,,
2016-04-28,1.4895999431610107,1.493630051612854,1.4805999994277954,1.4896999597549438,0,,,,,
2016-04-29,1.4880499839782715,1.505429983139038,1.4860999584197998,1.4874000549316406,0,,,,,
2016-05-02,1.5051300525665283,1.5117900371551514,1.5011500120162964,1.504699945449829,0,,,,,
2016-05-03,1.5038100481033325,1.5382699966430664,1.4953800439834595,1.5033999681472778,0,,,,,
2016-05-04,1.5338000059127808,1.5414600372314453,1.5300999879837036,1.5338900089263916,0,,,,,
2016-05-05,1.5388000011444092,1.5404000282287598,1.5220999717712402,1.5390000343322754,0,,,,,
2016-05-06,1.5253499746322632,1.5562100410461426,1.5246000289916992,1.5252000093460083,0,,,,,
2016-05-09,1.5441999435424805,1.559149980545044,1.5434199571609497,1.5442800521850586,0,,,,,
2016-05-10,1.5562599897384644,1.5589900016784668,1.5455000400543213,1.555299997329712,0,,,,,
2016-05-11,1.5427000522613525,1.5530099868774414,1.5396000146865845,1.5425000190734863,0,,,,,
2016-05-12,1.5529600381851196,1.5598299503326416,1.5478099584579468,1.55239999294281,0,,,,,
2016-05-13,1.5542000532150269,1.5602400302886963,1.5516999959945679,1.5544400215148926,0,,,,,
2016-05-16,1.5556299686431885,1.5563299655914307,1.5503000020980835,1.5563299655914307,0,,,,,
2016-05-17,1.5526100397109985,1.5541499853134155,1.536810040473938,1.552299976348877,0,,,,,
2016-05-18,1.5470000505447388,1.5550199747085571,1.545799970626831,1.5459100008010864,0,,,,,
2016-05-19,1.5527000427246094,1.558500051498413,1.5524200201034546,1.5534000396728516,0,,,,,
2016-05-20,1.5494400262832642,1.5535900592803955,1.5468499660491943,1.5489399433135986,0,,,,,
2016-05-23,1.552899956703186,1.5556999444961548,1.5473999977111816,1.552880048751831,0,,,,,
2016-05-24,1.5527299642562866,1.5641599893569946,1.5506600141525269,1.5534499883651733,0,,,,,
2016-05-25,1.54830002784729,1.5535999536514282,1.544700026512146,1.5484999418258667,0,,,,,
2016-05-26,1.5524699687957764,1.5583000183105469,1.5470999479293823,1.5520999431610107,0,,,,,
2016-05-27,1.5491299629211426,1.550279974937439,1.5455000400543213,1.5492099523544312,0,,,,,
2016-05-30,1.5465799570083618,1.5525699853897095,1.5462000370025635,1.5473300218582153,0,,,,,
2016-05-31,1.5494400262832642,1.5509599447250366,1.5354000329971313,1.5491000413894653,0,,,,,
2016-06-01,1.5390299558639526,1.5444200038909912,1.523900032043457,1.5385899543762207,0,,,,,
2016-06-02,1.5431900024414062,1.5542000532150269,1.5396000146865845,1.5432100296020508,0,,,,,
2016-06-03,1.542549967765808,1.5483200550079346,1.535599946975708,1.5425699949264526,0,,,,,
2016-06-06,1.5450700521469116,1.5506999492645264,1.5384000539779663,1.5456600189208984,0,,,,,
2016-06-07,1.5411700010299683,1.5424799919128418,1.5219999551773071,1.5407099723815918,0,,,,,
