,EURUSD,USDJPY,GBPUSD,USDCHF,AUDUSD,USDCAD,NZDUSD,CHFJPY,EURJPY,EURAUD,GBPAUD,CADJPY,NZDJPY,EURCAD,GBPCAD,USDTRY,USDINR,USDBRL,USDZAR,USDSEK
2016-01-04,,,,,,,,,,,,,,,,,,,,
2016-01-05,-0.0024361372030365924,-0.007015103869182582,-0.0015597336658910166,0.002921432727524653,-0.013868910348744712,0.005034398686337926,-0.01274956685248696,-0.00989031286921993,-0.009772093931483372,0.011467209241573295,0.012412834727498323,-0.011874553892825213,-0.019914369094614304,0.002518876520223534,0.003681679785369818,0.01651830316190872,0.006163750343042063,0.022334226006877733,0.004033455928253327,0.006495717801569434
2016-01-06,-0.006978129118013876,-0.00305528291829138,-0.0027293014671777582,0.005965578408040573,-0.00322327473100259,0.003566705546731219,-0.006634089688948297,-0.00872996675484683,-0.009806692507085102,-0.0037171106016858912,0.0005324588523556439,-0.006592024821391096,-0.010240235246523288,-0.0032152897443605832,0.000799876541300204,0.006989800502024357,-0.0011560765154946528,-0.002576052058195999,0.007385800063832271,0.011426425639015303
2016-01-07,0.0025115788964840124,-0.00413088592952493,-0.00299909085717176,-0.0010015283000309738,-0.011540623183333376,0.005978281301028288,-0.00863614053857309,-0.0033025607735012175,-0.001780780041724661,0.014157801130460612,0.008690220902880075,-0.010159115601303781,-0.012540757797716906,0.00836686591702529,0.0029096976947269315,0.005346654776514637,0.0030063877999420008,-0.0017383023677501885,0.014083325120581192,-0.00013278707071384677
2016-01-08,0.013635580932217062,-0.00902115917138635,-0.00020476708864070048,-0.013589567604667008,-0.008772560478093383,0.0024453513918343273,-0.002650234221559855,0.004587943326496147,0.0048042190305526145,0.022691029210853975,0.0086055429325127,-0.011271914594231713,-0.011252242963569303,0.016252067126818037,0.0023132417885129986,-0.00019988709080542844,0.0029524398878162383,0.005373329501143553,0.012662471061195335,-0.014456502850137776
2016-01-11,0.0013785581885210618,-0.003913553521266877,-0.006972064391045252,-0.0016101711181706335,-0.010692175533668191,0.00581481307717957,-0.016101721751164866,-0.002368054671478159,-0.002717679962528474,0.012365609759795726,0.004059775863394455,-0.009588426539268946,-0.020230136198036153,0.00699653194718497,-0.0012654452640303848,0.011465133150940998,-0.0012104015872369533,-0.011951014908608726,0.04723427742184594,0.003167478525750722
2016-01-12,-0.007589664336749347,0.0048684633234523655,0.0013090487688376395,0.009474861511272747,0.00635828831005214,0.0026790152156566105,0.005703806386942789,-0.004493038177436182,-0.002646986285211872,-0.013991233769819367,-0.005271615297768872,0.0021688923959624073,0.01076310849295381,-0.00481457882404368,0.003942006279570309,-0.000168043143486174,-0.0007031279606138918,0.014324280190188166,0.0019051710684383494,0.005585813511729487
2016-01-13,-0.0012904642443474224,0.0015299643250423767,-0.0074059229351240985,0.0013978970362653609,0.0,0.0023203985690860573,-0.001701655443365424,0.00017028564263354973,0.00031310800189254806,-0.0012420111220983188,-0.007158972255903673,-0.000967257066137539,-0.0005188186292995889,0.0009909208947889159,-0.00483558514753768,-0.0007679110156689761,0.0019013804254905953,-0.006221580955897088,-0.01327891540883519,-0.0007249791447032639
2016-01-14,0.003875405701209811,-0.0034371448103477364,-0.001959452568803588,0.003091073448207915,-0.007351941338020418,0.006734425710202441,-0.008822582284420122,-0.006470792052645891,0.0003130697078994604,0.011301531900773654,0.005361994944104609,-0.01016575536502129,-0.012172280565299953,0.010740096377807262,0.004684148686994849,-0.0016028985539155993,0.0002390741298534671,-0.0027575811566156183,-0.0032781318296802864,-0.0013009018796518168
2016-01-15,-0.0024866815033844913,0.006625504430149087,0.0013273721968849461,-0.0007952420564668605,0.008816119283287627,-0.00044590306210290365,0.00045434937307597956,0.00742134969864261,0.0040606932344620095,-0.011238958136618349,-0.0075957272685645005,0.007348061108660486,0.007737538089592544,-0.0031365886530793086,0.0006045678020540901,-0.0011892968325796227,0.005497846624497704,-0.0020428410993448276,-0.00907127275673869,0.003461913855388854
