,Close,High,Low,Open,Volume,"('Close', 'EURJPY=X')","('High', 'EURJPY=X')","('Low', 'EURJPY=X')","('Open', 'EURJPY=X')","('Volume', 'EURJPY=X')"
2016-02-09,129.41000366210938,129.91900634765625,128.28500366210938,129.41000366210938,0,,,,,
2016-02-10,130.03700256347656,130.02999877929688,128.25100708007812,130.0279998779297,0,,,,,
2016-02-11,127.73999786376953,127.94000244140625,125.85600280761719,127.77799987792969,0,,,,,
2016-02-12,127.30500030517578,127.63899993896484,126.4520034790039,127.27999877929688,0,,,,,
2016-02-15,127.56700134277344,127.94200134277344,127.25599670410156,127.58300018310547,0,,,,,
2016-02-16,127.75,128.15199279785156,126.67400360107422,127.79399871826172,0,,,,,
2016-02-17,127.13500213623047,127.3489990234375,126.66000366210938,127.17400360107422,0,,,,,
2016-02-18,127.07599639892578,127.09400177001953,126.04000091552734,127.09400177001953,0,,,,,
2016-02-19,125.78500366210938,125.87999725341797,125.08999633789062,125.80500030517578,0,,,,,
2016-02-22,125.10399627685547,125.54000091552734,124.52999877929688,125.13999938964844,0,,,,,
2016-02-23,124.5459976196289,124.55599975585938,123.072998046875,124.53099822998047,0,,,,,
2016-02-24,123.33499908447266,123.58399963378906,122.47200012207031,123.35900115966797,0,,,,,
2016-02-25,123.43499755859375,124.44100189208984,123.31999969482422,123.4229965209961,0,,,,,
2016-02-26,124.66899871826172,124.98699951171875,124.23600006103516,124.70999908447266,0,,,,,
2016-02-29,124.16000366210938,124.3489990234375,122.52100372314453,124.22000122070312,0,,,,,
2016-03-01,122.38999938964844,123.64900207519531,122.11799621582031,122.36799621582031,0,,,,,
2016-03-02,123.93000030517578,124.34500122070312,123.2300033569336,123.89099884033203,0,,,,,
2016-03-03,123.31999969482422,124.24400329589844,123.2770004272461,123.33999633789062,0,,,,,
2016-03-04,124.43000030517578,125.26200103759766,123.95999908447266,124.427001953125,0,,,,,
2016-03-07,125.11000061035156,125.10700225830078,124.2300033569336,125.10700225830078,0,,,,,
2016-03-08,124.9489974975586,124.9739990234375,124.25399780273438,124.9739990234375,0,,,,,
2016-03-09,123.93900299072266,124.48200225830078,123.05000305175781,123.95999908447266,0,,,,,
2016-03-10,124.42400360107422,126.71900177001953,123.74199676513672,124.37999725341797,0,,,,,
2016-03-11,126.14099884033203,126.92400360107422,126.08999633789062,126.11799621582031,0,,,,,
2016-03-14,127.02899932861328,127.13999938964844,126.13500213623047,127.02799987792969,0,,,,,
2016-03-15,126.3499984741211,126.45999908447266,125.12000274658203,126.3290023803711,0,,,,,
2016-03-16,125.62899780273438,126.10900115966797,125.55000305175781,125.62999725341797,0,,,,,
2016-03-17,126.47100067138672,126.62000274658203,125.3489990234375,126.51200103759766,0,,,,,
2016-03-18,125.98400115966797,126.18399810791016,125.30000305175781,126.02400207519531,0,,,,,
2016-03-21,125.66500091552734,126.05999755859375,125.22000122070312,125.64199829101562,0,,,,,
2016-03-22,125.98300170898438,126.25299835205078,124.70099639892578,125.99199676513672,0,,,,,
2016-03-23,125.94300079345703,126.21099853515625,125.52999877929688,125.94999694824219,0,,,,,
2016-03-24,125.64800262451172,126.12000274658203,125.41000366210938,125.65799713134766,0,,,,,
2016-03-25,125.97899627685547,126.43699645996094,125.94000244140625,125.9749984741211,0,,,,,
2016-03-28,126.56999969482422,127.03199768066406,126.51000213623047,126.59400177001953,0,,,,,
2016-03-29,126.96299743652344,127.42500305175781,126.7959976196289,126.97000122070312,0,,,,,
2016-03-30,127.20999908447266,127.80000305175781,126.79000091552734,127.18199920654297,0,,,,,
2016-03-31,127.3550033569336,128.2100067138672,126.95999908447266,127.31600189208984,0,,,,,
2016-04-01,128.00999450683594,128.16000366210938,127.43399810791016,127.98300170898438,0,,,,,
2016-04-04,127.27999877929688,127.33799743652344,126.46700286865234,127.27999877929688,0,,,,,
2016-04-05,126.68099975585938,126.66000366210938,125.28299713134766,126.66000366210938,0,,,,,
2016-04-06,125.62000274658203,125.8239974975586,125.08000183105469,125.58999633789062,0,,,,,
2016-04-07,125.0770034790039,125.1780014038086,122.57099914550781,125.08599853515625,0,,,,,
2016-04-08,123.28700256347656,124.2249984741211,123.2699966430664,123.33999633789062,0,,,,,
2016-04-11,123.52100372314453,123.71199798583984,122.85800170898438,123.5,0,,,,,
2016-04-12,123.1719970703125,123.98100280761719,123.12899780273438,123.16400146484375,0,,,,,
2016-04-13,123.69000244140625,123.8499984741211,123.01699829101562,123.68599700927734,0,,,,,
2016-04-14,123.41000366210938,123.41000366210938,122.73999786376953,123.3949966430664,0,,,,,
2016-04-15,123.16000366210938,123.55999755859375,122.75,123.1500015258789,0,,,,,
2016-04-18,122.0199966430664,123.28800201416016,121.72000122070312,122.1240005493164,0,,,,,
2016-04-19,123.33599853515625,124.42900085449219,123.25499725341797,123.33200073242188,0,,,,,
2016-04-20,124.08000183105469,124.31199645996094,123.54000091552734,124.01000213623047,0,,,,,
2016-04-21,124.13500213623047,124.90799713134766,123.4469985961914,124.13300323486328,0,,,,,
2016-04-22,123.5530014038086,125.46600341796875,123.4000015258789,123.5999984741211,0,,,,,
2016-04-25,125.16600036621094,125.30999755859375,124.81500244140625,125.17900085449219,0,,,,,
2016-04-26,125.21700286865234,125.91400146484375,124.70899963378906,125.1729965209961,0,,,,,
2016-04-27,125.66200256347656,126.04000091552734,125.44000244140625,125.65899658203125,0,,,,,
2016-04-28,126.3499984741211,126.44999694824219,122.57099914550781,126.30000305175781,0,,,,,
2016-04-29,122.73999786376953,122.91000366210938,121.76599884033203,122.77999877929688,0,,,,,
2016-05-02,122.0199966430664,122.85099792480469,121.87699890136719,122.02400207519531,0,,,,,
2016-05-03,122.62799835205078,122.74700164794922,122.12000274658203,122.63500213623047,0,,,,,
2016-05-04,122.69999694824219,123.23500061035156,122.33000183105469,122.71800231933594,0,,,,,
2016-05-05,122.86000061035156,123.12100219726562,122.11000061035156,122.88999938964844,0,,,,,
2016-05-06,122.322998046875,122.4489974975586,121.4800033569336,122.38600158691406,0,,,,,
2016-05-09,122.27999877929688,123.7040023803711,122.16999816894531,122.20899963378906,0,,,,,
2016-05-10,123.33300018310547,124.4000015258789,123.322998046875,123.36900329589844,0,,,,,
2016-05-11,124.18900299072266,124.26599884033203,123.6259994506836,124.20800018310547,0,,,,,
2016-05-12,123.86699676513672,124.62000274658203,123.69999694824219,123.87000274658203,0,,,,,
2016-05-13,124.0999984741211,124.10800170898438,123.0719985961914,124.10800170898438,0,,,,,
2016-05-16,122.95500183105469,123.39800262451172,122.9010009765625,122.96499633789062,0,,,,,
2016-05-17,123.4000015258789,124.16000366210938,123.23300170898438,123.41100311279297,0,,,,,
2016-05-18,123.26000213623047,123.90699768066406,122.97799682617188,123.33899688720703,0,,,,,
2016-05-19,123.58000183105469,123.76899719238281,122.96700286865234,123.62999725341797,0,,,,,
2016-05-20,123.0999984741211,124.03399658203125,123.08399963378906,123.11900329589844,0,,,,,
2016-05-23,123.5,123.49500274658203,122.38999938964844,123.48999786376953,0,,,,,
