Date,AUDJPY=X,AUDUSD=X,EURGBP=X,EURJPY=X,EURUSD=X,GBPUSD=X,NZDJPY=X,USDCAD=X,USDCHF=X,USDJPY=X,USDMXN=X,USDNOK=X,USDSEK=X,USDSGD=X,USDTRY=X,USDZAR=X,STRATEGY
2020-01-02,0.0012707203768051658,0.00035803548857948897,0.0004075172720713226,2.855095480275073e-05,-5.9523809523809524e-05,-0.0009572728649680618,0.0007146687381329154,-0.0021709056776580745,0.00039944926162008873,0.00035791041385643065,-0.0012015002660070058,0.04946175921460185,0.018442910917921405,0.008070084618456952,-0.0006688825548085046,0.00032300378743947917,0.03817312563135088
2020-01-03,-0.006568107639579304,-0.004889617214061115,0.0034312460112632002,-0.0059645397660189085,-0.004461018766715253,-0.007395290557711054,-0.0069884798728800405,0.0008303915691765476,0.003913593764406065,-0.0015002415557982339,-0.0038428501952585854,0.002446110122238632,0.0024150668256011313,0.0013306736010212596,0.0011641299383856147,0.005183161488519982,-0.012880045334582882
2020-01-06,-0.010900164433365979,-0.005867888501329466,0.004431710656227594,-0.006132394309802783,-0.0009078603389694131,-0.005549603815880555,-0.012016394286554046,0.0003368187696420002,0.0003776121395683621,-0.005270821381668491,0.005860246918046274,0.004985034718863824,0.005216948740038663,0.0021977502967325483,0.0016418588362792736,0.016887036798254918,-0.0015208590361636622
2020-01-07,0.0031449676708006006,-0.0009920655357222863,-0.0039088940347793534,0.007132549457309509,0.0031688144816248483,0.006845042433583848,0.006226455660092997,-0.0016884188559006307,-0.002978192549358127,0.004157461863769161,-0.0056714576398335,-0.004773943205037856,-0.0005973277522596019,-0.00039239720807124877,-0.00024240580318772998,-0.008248694774648358,0.0016970543742234768
2020-01-08,-0.014644774602092382,-0.011087061454871705,0.0006173493968392062,-0.007205985566066278,-0.003922383456224332,-0.004304904742922344,-0.009168235598631837,0.0030832735276822513,0.00042998918078344136,-0.0035340892144466803,0.006296601858824701,0.00769304038196752,0.0070155100671205565,0.0016457177022886295,0.0004830050035016894,0.01055883457346589,0.030178954959318674
2020-01-09,0.011536108415625988,0.001953458783661821,-0.003122015985240767,0.005681007756355769,-0.0037824033279475703,-0.0006849087619250738,0.012821606237400638,0.0026281465489950365,0.004599915844091618,0.009460242549952778,-0.008138435021653723,0.0008225829618951022,-0.0017759314164071725,-0.0009839136411294634,-0.011375180891321102,-0.014020906644513343,0.029494920779316227
2020-01-10,0.001384535834672871,-0.002995493103082003,0.00238802582579144,0.0040066472847594655,-0.00024842291391038464,-0.0026961847883518854,-0.002656717015793566,0.002053889292680933,7.032286390907012e-06,0.00442927392302491,0.0008873878463773846,0.0014165570497921777,0.003664232603540119,0.0009114476632328341,-0.005764531688716203,0.0038061616879493825,0.0023545771909055254
2020-01-13,0.0074996072347206155,0.006915074040380054,0.0025350716009090333,0.0011383369474994832,0.0004406545037229701,-0.0019082619175764372,0.005035392774585587,0.0002815610970039686,0.00010986607557398363,0.0006022531095566032,-0.002192256637658919,0.0015801559026065394,0.0017462693196710567,-0.0019759590086065645,-0.0007518230092712811,0.008070940458254116,-0.0016262176119740135
2020-01-14,0.003767326591909113,-0.00024625801828548344,0.006060875515131114,0.005620085149482698,0.001655373816707084,-0.004432752509845106,0.0022870469243806957,-0.0006905638725419381,-0.002418036701063963,0.003951512669249277,-0.0006183405403725092,-0.00023287811676773164,-0.0038314142974001705,-0.0013496267391766902,-0.002089763848331862,0.0031884693589145246,-0.01050132902497838
2020-01-15,-0.001742075362490971,-0.00034075091514174094,-0.003295739320600355,-0.0019066196459697781,-0.0004936161711040168,0.0026137664391908564,-0.003906888172918568,0.0008178444958091504,-0.0036503269163231317,-0.0011911491135011907,-2.132812281268126e-05,-0.0016505513852872243,-0.0002711768163286885,0.0011216410210111106,0.0032659258706753775,0.0012958749824649057,-0.0026874900405544295
