Strategy,Sharpe,Sortino,CAGR,MaxDD,Calmar,AnnVol,WinRate,TotalReturn
0. Equal Weight (1/N),1.1581404389410124,1.671791775169564,0.0405922929160607,-0.029175933813177624,1.3912937003485646,0.03488270691130806,0.5433417085427136,0.28578849757324853
1. Court Terme (lgbm_ct),5.569793392455183,8.778383193368335,0.15702219214776592,-0.017302891289401434,9.074910633227347,0.02625518828786836,0.6444723618090452,1.5128039526016788
2. Moyen Terme (ensemble_mt),0.593786645063069,0.6845175160549479,0.021134046083942204,-0.06546974703802833,0.32280628901264,0.036338122027392165,0.5213567839195979,0.141247800075061
3. Long Terme (rf_lt),-0.2530101473158373,-0.25518471271289245,-0.009000303899984519,-0.10348248892178114,-0.08697417305827984,0.03351448112091249,0.2619346733668342,-0.055515953274856034
5. EP Standalone (ep_ml),-0.5039752257668647,-0.4676303024168063,-3.9251435823839387e-07,-3.172445987686956e-06,-0.12372609644477439,7.788361660209458e-07,0.5050251256281407,-2.47969129441028e-06
4. Combiné (EP + 3 horizons),0.2473755143159901,0.22969542577470436,0.008702650932746359,-0.061018124470620494,0.14262403192901452,0.03798573838390711,0.5439698492462312,0.056266795762450084
